771374274|Get Married If You Can|Marco Polo Constandse|Comedy||Oct 5, 2015||NR|107|Pantelion Films|Martha Higareda||5/10|5|1|4|||||2.7/5|70
771374594|Aloft|Claudia Llosa|Drama|May 22, 2015|Sep 29, 2015||R (for language and some sexuality)|112|Sony Pictures Classics|Claudia Llosa|As we follow a mother (Jennifer Connelly) and her son (Cillian Murphy), we delve into a past marred by an accident that tears them apart. She will become a renowned artist and healer, and he will grow into his own as a peculiar falconer who bears the marks of a double absence. In the present, a young journalist (Mélanie Laurent) will bring about an encounter between the two that puts the very meaning of life and art into question, so that we may contemplate the possibility of living life to its fullest, despite the uncertainties littering our paths. (C) Sony Classics|4.2/10|62|10|52|4.2/10|21|5|16|2.5/5|1,501
771374748|In The Courtyard|Pierre Salvadori|Comedy, Drama|Apr 10, 2015|Oct 5, 2015||R (for drug use and language)|97|Cohen Media Group|David Léotard, Pierre Salvadori|Middle-aged musician Antoine suddenly decides to end his career. After several days' aimless wandering, he is hired as the caretaker of an old residential building in Paris. Mathilde is a recently retired resident, generous-spirited and deeply involved with the management of the building. After she discovers a crack in her living room wall, her worry gradually turns to panic - what if the building were to collapse? Slowly, Antoine develops a fondness for this woman he is afraid will slip into madness. Through a confusion of misfires and anxiety, the two develop an awkward friendship, funny yet solid, which might just get them through this difficult patch.|6.6/10|6|4|2|||||3/5|101
771375598|The Only Real Game|Mirra Bank|Documentary, Drama, Special Interest|Jun 6, 2014|Sep 22, 2015||NR|82|Baseball Dreams||"This deeply stirring documentary by award winning director Mirra Bank and narrated by Academy Award (R)-winner Melissa Leo, THE ONLY REAL GAME illuminates the magic of baseball for people in a remote and troubled place. Once princely Manipur, a strife-torn border state in northeast India, defies armed insurgency, drug trafficking and HIV/AIDS through love of our national pastime. Dreams chase reality when a band of baseball-loving New Yorkers, and two Major League Baseball Envoy coaches, team up with Manipuri men, women and children to ""Play Ball."" With gifted women and girls among the best players - as well as leaders of peace and justice initiatives - this far away story brings us to the heart of the great American Game, or as Babe Ruth put it, ""the only real game in the world."" (c)"|6/10|7|7|0|6/10|5|5|0|3.9/5|167
771376100|Bai ri yan huo (Black Coal, Thin Ice)|Yinan Diao, Diao Yinan|Drama, Mystery & Suspense||Sep 29, 2015||NR|106|Omnijoi Media|Yinan Diao|An ex cop and his ex partner decide to follow up on investigation of a series of murders that ended their careers and shamed them, when identical murders begin again.|7.8/10|21|20|1|||||3.4/5|465
771376195|Soul Boys Of The Western World|George Hencken|Documentary, Musical & Performing Arts, Special Interest|Apr 29, 2015|Sep 29, 2015||NR|112|IFC Films||SOUL BOYS OF THE WESTERN WORLD is a journey through the 1980s and beyond; the story of a band, an era and how one small gathering of outsiders in London shaped the entire world's view of music and fashion. The film is not only a fascinating, often hard-hitting social and cultural document of the time, but a brutally honest story of how friendships can be won, lost and ultimately regained. (C) Official Site|6.6/10|18|13|5|5.4/10|9|4|5|3.3/5|209
771378068|Ardor||Drama, Western|Jul 17, 2015|Oct 5, 2015||R (for violence, some gruesome images and a scene of sexuality)|100|Participant Media||A visually sumptuous adventure about a mysterious man who emerges from the Argentinian rainforest to rescue a family from ruthless land-grabbers bent on stealing their farm, Ardor is written and directed by Pablo Fendrik (Blood Appears, The Mugger), and stars Gael García Bernal (No, Motorcycle Diaries) and Alice Braga (I Am Legend, City of God) working together for the first time since their collaboration in Fernando Meirelles' Blindness. Ardor made its world premiere as an Official Selection at the Cannes Film Festival. (C) Participant|5/10|33|12|21|5.3/10|14|4|10|2.6/5|177
771378205|Famous Nathan|Lloyd Handwerker|Documentary, Special Interest||Sep 29, 2015||NR|96|Loquat Films|Lloyd Handwerker|A Coney Island-inspired, densely-layered visually dynamic documentary portrait of the life and times of the original Nathan's Famous, created in 1916 by filmmaker Lloyd Handwerker's grandparents, Nathan and Ida Handwerker. 30 years in the making, Famous Nathan interweaves decades-spanning archival footage, family photos and home movies, an eclectic soundtrack and never-before-heard audio from Nathan: his only interview, ever as well as compelling, intimate and hilarious interviews with the dedicated band of workers, not at all shy at offering opinions, memories and the occasional tall tale.|6/10|7|7|0|6/10|5|5|0|3.9/5|118
771380149|In the Name of My Daughter|André Téchiné|Art House & International, Drama|May 15, 2015|Sep 21, 2015|$266,120|R (for sexuality, nudity and some language)|116|Cohen Media Group|André Téchiné, Cédric Anger, Jean-Charles Le Roux|Acclaimed director ANDRÉ TÉCHINÉ brings a gripping real-life thriller to the screen. 1976. When her marriage falls apart, Agnes Le Roux (ADÈLE HAENEL) moves back to the South of France from Africa to live with her mother, Renee (CATHERINE DENEUVE), owner of the Palais de La Mediterranee casino in Nice. There, Agnes falls in love with Maurice Agnelet (GUILLAUME CANET), a lawyer and Renee's business advisor, who is ten years her senior. Maurice continues to have relationships with other women. Agnes is madly in love with him. As a shareholder in the Palais de la Mediterannee casino, Agnes decides to sell what should have been her inheritance to go it alone. A fixed card game threatens the casino's financial stability. Someone is trying to intimidate her mother. Behind the scenes hangs the shadow of the mafia and Fratoni, the owner of a rival casino, who wants to take over the Palais de la Mediterannee. Agnelet, who has fallen from grace with Renee, introduces Agnes to Fratoni. Fratoni offers her 3 million francs to vote against her mother in the shareholder's meeting. Agnes accepts the offer. Renee loses control of the casino. Agnes finds it hard to cope with her betrayal. Maurice also distances himself from her. In November 1977, after a failed suicide attempt, Agnes disappears. Her body is never found. Thirty years on, Maurice Agnelet remains the prime suspect in a murder case with no body and no proof of his guilt. Convinced of his involvement, Renee is prepared to fight to the bitter end to see him put behind bars... (C) Cohen Media Group|6/10|46|23|23|6.5/10|21|12|9|2.9/5|430
771380945|The Human Experiment|Dana Nachman, Don Hardy|Documentary, Special Interest|Apr 17, 2015|Sep 28, 2015||NR|52|Area 23a|Dana Nachman|With thousands of untested chemicals in our everyday products, have we all become unwitting guinea pigs in one giant human experiment? The powerful and inspiring new documentary The Human Experiment goes behind the scenes in the fight to protect us from these toxic products before they cause irrevocable harm to our health. (C) Area 23a and FilmBuff|6.7/10|9|5|4|||||3.6/5|193
771383041|The Great Museum|Johannes Holzhausen|Documentary, Special Interest|Apr 24, 2015|Sep 22, 2015||NR|94|Kino Lorber Films||The documentary THE GREAT MUSEUM is a curious, witty and humorous peek behind the scenes at a world-famous cultural institution. Director Johannes Holzhausen and his team spent more than two years gathering material at the Kunsthistorisches Museum in Vienna. Shot in the attentive style of direct cinema - with no off-screen commentary, no interviews and no background music - the film observes the various processes involved in creating a perfect setting for art. From the managing director to the cleaning services team, from the carriers to the art historians, the staff members at the museum are all interdependent cogs in the same machine. (C) Official Site|6.2/10|14|9|5|6.2/10|5|3|2|2.7/5|123
771385186|Lyle|Stewart Thorndike|Drama, Horror||Sep 29, 2015||NR|65|Stewart Thorndike/Alex Scharfman|Stewart Thorndike|A mother's grief over the death of her toddler leads to horror.|6.7/10|6|6|0|||||2.8/5|154
771387937|1001 Grams|Bent Hamer|Drama|May 8, 2015|Oct 5, 2015||NR|93|Kino Lorber|Bent Hamer|When Norwegian scientist Marie attends a seminar in Paris on the actual weight of a kilo, it is her own measurement of disappointment, grief and, not least, love, that ends up on the scale.|6.8/10|22|18|4|7.3/10|7|7|0|3/5|264
771387959|The Farewell Party|Sharon Maymon, Tal Granit|Drama|May 22, 2015|Sep 22, 2015||NR|95|Samuel Goldwyn Films|Sharon Maymon, Tal Granit|THE FAREWELL PARTY is a unique, compassionate and unlikely funny story of a group of friends at a Jerusalem retirement home who decide to help their terminally ill friend. When rumors of their assistance begin to spread, more and more people ask for their help, and the friends are faced with a life and death dilemma. (C) Samuel Goldwyn|7.2/10|34|32|2|7.1/10|14|12|2|3.6/5|1,589
771387960|Felix & Meira|Maxime Giroux|Drama|Apr 17, 2015|Sep 29, 2015||R|105|Oscilloscope Laboratories|Maxime Giroux, Alexandre Laferrière|FÉLIX AND MEIRA is a calling card for its young director, Maxime Giroux a story of an unconventional romance between two people living vastly different realities mere blocks away from one another. Each lost in their everyday lives, Meira (Hadas Yaron), a Hasidic Jewish wife and mother and Félix (Martin Dubreuil), a Secular loner mourning the recent death of his estranged father, unexpectedly meet in a local bakery in Montreal's Mile End district. What starts as an innocent friendship becomes more serious as the two wayward strangers find comfort in one another. As Felix opens Meira's eyes to the world outside of her tight-knit Orthodox community, her desire for change becomes harder for her to ignore, ultimately forcing her to choose: remain in the life that she knows or give it all up to be with Félix. Giroux's film is a poignant and touching tale of self-discovery set against the backdrops of Montreal, Brooklyn, and Venice, Italy.|6.7/10|45|35|10|6.4/10|25|19|6|3.3/5|1,076
771399889|A Murder In The Park|Brandon Kimber, Shawn Rech|Documentary, Mystery & Suspense|Jun 26, 2015|Sep 28, 2015|$6,332|PG-13 (for disturbing crime scene photos and reenactments, brief language, and drug material and brief language)|93|IFC Films||With his execution just 48 hours away, Anthony Porter's life was saved by a Northwestern University journalism class. Their re-investigation of the crime for which he was convicted-a double homicide in a Chicago park-led to the discovery of the real killer, Alstory Simon, whose confession exonerated Porter. If it all sounds too good to be true, it's because, as compellingly argued here, Porter actually is guilty, Simon is an innocent man and both are just pawns in a much larger plan.|6.8/10|17|13|4|7.5/10|6|6|0|3.7/5|302
771412037|Cop Car|Jon Watts|Mystery & Suspense|Aug 7, 2015|Sep 29, 2015|$128,002|R (for language, violence and brief drug use)|86|Focus World|Jon Watts, Christopher Ford|Kevin Bacon (The Following, HBO's Taking Chance, Mystic River) stars in director Jon Watts' delightful throwback thriller Cop Car. When two good-natured but rebellious young boys (James Freedson-Jackson and Hays Wellford) stumble across an abandoned cop car hidden in a secluded glade they decide to take it for a quick joyride. Their bad decision unleashes the ire of the county sheriff (Kevin Bacon) and leads to brutal consequences. (C) Focus World|7/10|83|66|17|7.2/10|23|18|5|3.2/5|7,322
771412050|Fresh Dressed|Sacha Jenkins|Drama|Jun 26, 2015|Oct 5, 2015||NR|90|Samuel Goldwyn Films||FRESH DRESSED offers a fascinating glimpse inside the complex relationship between fashion and hip-hop, and the hustle and swagger that brought baggy pants and graffiti-drenched jackets from the streets to high fashion catwalks and Middle American shopping malls. Director Sacha Jenkins draws from a rich mix of archival materials from the 70s, 80s and 90s and present day in-depth interviews with more than 70 music and fashion industry luminaries including: Pharrell Williams, Kanye West, Nasir Jones, Dapper Dan, Big Daddy Kane, Riccardo Tisci and André Leon Talley. The result is FRESH DRESSED, a passionate re-telling of the evolution of hip hop culture from the South Bronx to Paris Fashion Week. (C) Goldwyn|6.9/10|30|27|3|7/10|14|14|0|3.3/5|420
771412114|Unexpected|Kris Swanberg|Comedy, Drama|Jul 24, 2015|Sep 29, 2015||R (for language)|90|The Film Arcade|Kris Swanberg, Megan Mercier|An inner-city high school teacher discovers she is pregnant at the same time as one of her most promising students and the two develop an unlikely friendship while struggling to navigate their unexpected pregnancies.|6.5/10|58|38|20|6.2/10|25|16|9|3.2/5|4,138
771412208|Zipper|Mora Stephens|Drama, Mystery & Suspense|Aug 28, 2015|Sep 29, 2015||R (for strong sexual content, nudity, language and brief drug use)|103|Alchemy Films|Mora Stephens, Joel Viertel|A family man who has it all until he risks losing everything due to his inability to fight off his obsessive temptation for other women.|4.3/10|29|5|24|4.4/10|12|3|9|2.7/5|459
771413841|Results|Andrew Bujalski|Comedy|May 29, 2015|Sep 22, 2015||R|105|Magnolia Pictures|Andrew Bujalski|Recently divorced, newly rich, and utterly miserable, Danny (Kevin Corrigan) would seem to be the perfect test subject for a definitive look at the relationship between money and happiness. Danny's well-funded ennui is interrupted by a momentous trip to the local gym, where he meets self-styled guru/owner Trevor (Guy Pearce) and irresistibly acerbic trainer Kat (Cobie Smulders). Soon, their three lives are inextricably knotted, both professionally and personally. Writer/director Andrew Bujalski (Computer Chess, 2013) returns with a fun, intimate fable that's utterly grounded in real life. As wrinkles turn into complications, then blow up into full-fledged issues, the talented ensemble keeps the pensive tone light and the complex plot breezy. The end result is a charming shaggy-dog tale that's been hitting the gym: taut, limber, and powerful.(C) Magnolia|6.6/10|93|78|15|6.5/10|29|26|3|2.9/5|3,559
771421682|Big Sky|Jorge Michel Grau|Drama, Mystery & Suspense|Aug 14, 2015|Sep 22, 2015||NR|90|Eone Films|Evan M. Wiener|A teenage girl who suffers a mortal fear of open spaces, is enrolled in a high-end treatment facility by her mother in the hope that they can find a cure. When the van they are travelling in is suddenly attacked by two masked gunmen, she must confront her biggest fear and fight for her survival.|4.4/10|10|2|8|||||2.1/5|238
771239507|Showrunners: The Art of Running a TV Show|Des Doyle|Documentary, Special Interest, Television|Oct 31, 2014|Sep 8, 2015||NR|90|Submarine Deluxe||Directed by Des Doyle, SHOWRUNNERS is the first ever feature-length documentary to explore the fascinating world of U.S. television showrunners and the creative forces aligned around them. These people are responsible for creating, writing, and overseeing every element of production on one of the United State's biggest exports - television drama and comedy series. (C) Gravitas|5.7/10|6|4|2|||||3.5/5|367
771270966|Cinderella|Kenneth Branagh|Kids & Family, Science Fiction & Fantasy, Romance|Mar 13, 2015|Sep 15, 2015|$183,327,144|PG (for mild thematic elements)|105|Walt Disney Pictures|Aline Brosh McKenna, Chris Weitz|Cate Blanchett stars in this new vision of the Cinderella tale from director Kenneth Branagh and the screenwriting team of Chris Weitz and Aline Brosh McKenna for Disney Pictures. ~ Jeremy Wheeler, Rovi|7.1/10|231|194|37|7/10|49|41|8|3.9/5|77,463
771315961|Queen and Country|John Boorman|Comedy, Drama|Feb 18, 2015|Sep 8, 2015||PG-13|115|BBC Worldwide North America|John Boorman|QUEEN AND COUNTRY is the hilarious follow-up to John Boorman's HOPE AND GLORY (1987 nominated for 5 Academy Awards), when 9-year-old Bill Rohan rejoices in the destruction of his school by an errant Luftwaffe bomb. QUEEN AND COUNTRY picks up the story nearly a decade later as Bill (Boorman's alter-ego), played by a charming Callum Turner, begins basic training in the early 1950s, during the Korean War. Bill is joined by a trouble-making army mate, Percy (Caleb Landry Jones). They never get near Korea, but engage in a constant battle of wits with the Catch-22-worthy, Sgt. Major Bradley -- the brilliant David Thewlis. Richard E. Grant is their superior, the veddy, veddy, infinitely put-upon, aptly-named Major Cross. A superb ensemble cast limns a wonderfully funny and often moving depiction of a still-recovering postwar England. (C) BBC America|6.8/10|88|68|20|7.3/10|28|23|5|3.1/5|702
771354922|Furious 7|James Wan|Action & Adventure, Mystery & Suspense|Apr 3, 2015|Sep 15, 2015|$316,986,481|PG-13 (for prolonged frenetic sequences of violence, action and mayhem, suggestive content and brief strong language)|140|Universal Pictures|Chris Morgan|"Continuing the global exploits in the unstoppable franchise built on speed, Vin Diesel, Paul Walker and Dwayne Johnson lead the returning cast of Fast & Furious 7. James Wan directs this chapter of the hugely successful series that also welcomes back favorites Michelle Rodriguez, Jordana Brewster, Tyrese Gibson, Chris ""Ludacris"" Bridges, Elsa Pataky and Lucas Black. They are joined by international action stars new to the franchise including Jason Statham, Djimon Hounsou, Tony Jaa, Ronda Rousey and Kurt Russell."|6.7/10|253|204|49|6.5/10|47|39|8|4.1/5|194,636
771359745|Love & Mercy|Bill Pohlad|Drama, Musical & Performing Arts|Jun 5, 2015|Sep 15, 2015|$8,790,100|PG-13 (for thematic elements, drug content and language)|121|Roadside Attractions|Oren Moverman, Michael Alan Lerner|LOVE & MERCY presents an unconventional portrait of Brian Wilson, the mercurial singer, songwriter and leader of The Beach Boys. Set against the era defining catalog of Wilson's music, the film intimately examines the personal voyage and ultimate salvation of the icon whose success came at extraordinary personal cost. (C) Roadside Attractions|7.8/10|206|186|20|7.7/10|44|38|6|4/5|19,804
771363949|Misery Loves Comedy|Kevin Pollak|Comedy, Documentary, Special Interest|Apr 24, 2014|Sep 7, 2015|$5,250|NR|95|Tribeca Films|Kevin Pollak, John Varhous, John Vorhaus|Jimmy Fallon, Tom Hanks, Amy Schumer, Jim Gaffigan, Judd Apatow, Lisa Kudrow, Larry David, and Jon Favreau are among over 60 famous funny people featured in this hilarious twist on the age-old truth: misery loves company. In-depth, candid interviews with some of the most revered comedy greats who each share their unique path and a life devoted to making strangers laugh. With arresting anecdotes and insights from the comedy underbelly that reveal a performer's deep desire to connect with audiences, Kevin Pollak's Misery Loves Comedy is the definitive master class on the art of humor that details a comedian's rare ability to help us understand life as only they can.(C) Tribeca|5.1/10|25|9|16|5.8/10|12|4|8|2.8/5|420
771370515|Closer To The Moon|Nae Caranfil|Drama|Apr 17, 2015|Sep 14, 2015||NR|110|IFC Films|Nae Caranfil|A band of Romanian freedom fighters pull the crime of the century in this gripping heist film based on an incredible true story. Bucharest, 1959: with anti-Semitism on the rise, a group of Jewish WWII resistance members, led by a police inspector (The Imitation Game's Mark Strong) and an academic (Academy Award-nominee Vera Farmiga), reteam for an audacious act of political agitation. Posing as a movie crew, they hold up the Romanian National Bank by making it look like a film shoot. But what comes next is even more unbelievable when the group is handed down a punishment as outlandish as their crime. Game of Thrones' Harry Lloyd co-stars in this slyly comic satire ripped from the strange-but-true pages of history.|5.8/10|13|6|7|||||3.5/5|244
771371287|The Town That Dreaded Sundown|Alfonso Gomez-Rejon|Horror, Mystery & Suspense|Oct 16, 2014|Sep 8, 2015||R (for brutal violence, grisly images, strong sexual content, and language)|90|MGM|Roberto Aguirre-Sacasa, Earl E. Smith|65 years after a masked serial killer terrorized the small town of Texarkana, the so-called 'moonlight murders' begin again. Is it a copycat or something even more sinister? A lonely high school girl, with dark secrets of her own, may be the key to catching him.|6.1/10|27|19|8|||||3/5|3,407
771373149|The Age of Adaline|Lee Toland Krieger|Drama, Science Fiction & Fantasy|Apr 24, 2015|Sep 8, 2015||PG-13 (for a suggestive comment)|112|Lionsgate|Salvador Paskowitz, Allison Burnett, J. Mills Goodloe|After miraculously remaining 29 years old for almost eight decades, Adaline Bowman (Blake Lively) has lived a solitary existence, never allowing herself to get close to anyone who might reveal her secret. But a chance encounter with charismatic philanthropist Ellis Jones (Michiel Huisman) reignites her passion for life and romance. When a weekend with his parents (Harrison Ford and Kathy Baker) threatens to uncover the truth, Adaline makes a decision that will change her life forever. (C) Lionsgate|5.5/10|155|86|69|5.1/10|38|15|23|3.7/5|38,742
771374337|Diplomacy|Volker Schlöndorff|Drama|Oct 15, 2014|Sep 9, 2015||NR|85|Zeitgeist Films|Cyril Gely, Volker Schlöndorff|As the Allies march toward Paris in the summer of 1944, Hitler gives orders that the French capital should not fall into enemy hands, or if it does, then 'only as a field of rubble'. The person assigned to carry out this barbaric act is Wehrmacht commander of Greater Paris, General Dietrich von Choltitz, who already has mines planted on the Eiffel Tower, in the Louvre and Notre Dame and on the bridges over the Seine. Nothing should be left as a reminder of the city's former glory. However, at dawn on 25 August, Swedish Consul General Raoul Nordling steals into German headquarters through a secret underground tunnel and there starts a tension-filled game of cat and mouse as Nordling tries to persuade Choltitz to abandon his plan . (C) Zeitgeist|7.4/10|48|45|3|7.1/10|20|18|2|3.8/5|4,307
771374797|The Heart Machine|Zachary Wigon|Drama|Oct 24, 2014|Sep 21, 2015||NR|85|FilmBuff|Zachary Wigon|Tracking two parallel journeys that show how digital media complicates modern love, THE HEART MACHINE explores the evolving relationship between physical and emotional intimacy, isolation in the urban hive, and the seduction of hiding behind a screen. This modern mystery tells the story of Cody (John Gallagher Jr. - HBO's The Newsroom, SHORT TERM 12) and Virginia (Kate Lyn Sheil - Netflix House of Cards, YOU'RE NEXT), who fall in love online, despite the distance between them. Through an interrelated series of events, Cody suspects that Virginia might not actually live in Berlin and may even live in the same city as he does, and seeks to find the truth. THE HEART MACHINE questions love and intimacy in the digital age, and whether you can really trust whom you meet on the internet. (C) FilmBuff|7/10|20|19|1|7.3/10|7|7|0|3/5|525
771375365|The Last Impresario|Gracie Otto|Documentary, Special Interest||Sep 8, 2015||NR|83|FilmBuff|Gracie Otto|A portrait of Michael White, the enfant terrible of London's theatre-land in the 70's, the man responsible for introducing Yoko Ono, Merce Cunningham and Pina Bausch to the international audiences. He challenged censorship with his hit erotic revue Oh! Calcutta!, struck gold with The Rocky Horror Picture Show and A Corus Line and produced Monty Python and the Holy Grail, My Dinner with Andre, and John Waters' Polyester. Fifty of his closest friends (including Yoko Ono, Kate Moss, Anna Wintour, John Waters and John Cleese) introduce us to one of life's true originals.|6.3/10|15|14|1|||||3.1/5|127
771377895|Dior and I|Frédéric Tcheng|Documentary, Special Interest|Apr 10, 2015|Sep 1, 2015||R (for some language)|90|The Orchard|Frédéric Tcheng|Frédéric Tcheng's solo directorial debut brings the viewer inside the storied world of the Christian Dior fashion house with a privileged, behind-the-scenes look at the creation of Raf Simons' first haute couture collection as its new artistic director-a true labor of love created by a dedicated group of collaborators. Melding the everyday, pressure-filled components of fashion with mysterious echoes from the iconic brand's past, the film is also a colorful homage to the seamstresses who serve Simons' vision. (C) Official Site|6.9/10|72|60|12|6.9/10|23|17|6|3.8/5|4,775
771378194|Boulevard|Dito Montiel|Drama, Special Interest|Jul 10, 2015|Sep 1, 2015|$46,743|R (for language and sexual content)|88|Starz|Douglas Soesbe|A devoted husband in a marriage of convenience is forced to confront his secret life.|5.6/10|73|38|35|5.7/10|25|11|14|2.8/5|3,263
771378525|Disneynature Monkey Kingdom|Mark Linfield, Alastair Fothergill|Documentary|Apr 17, 2015|Sep 15, 2015|$11,360,669|G|85|Walt Disney Pictures||Mark Linfield's nature documentary Monkey Kingdom follows the struggles of a young monkey mother to care for and raise her new baby in the wilds of Southern Asia.|7.3/10|53|49|4|7.3/10|21|20|1|3.9/5|11,466
