nconst,primaryName,primaryProfession,knownForTitles
nm0822918,Mavis Staples,"soundtrack,actress,music_department","tt0097958,tt1454029,tt0765120,tt0472062"
nm0822928,Stuart Staples,"composer,soundtrack,director","tt1135952,tt6770548,tt2821088,tt4827558"
nm0822949,Dean Stapleton,"actor,producer,stunts","tt6958520,tt0205526,tt0492912,tt0211360"
nm0822972,Maureen Stapleton,"actress,soundtrack","tt0077742,tt0088933,tt0065377,tt0082979"
nm0822975,Oliver Stapleton,"cinematographer,camera_department,director","tt1041829,tt0091578,tt0099703,tt0124315"
nm0822982,Sullivan Stapleton,"actor,producer","tt1703148,tt1253863,tt1321870,tt1313092"
nm0823015,Darren Star,"writer,producer,miscellaneous","tt1261945,tt3288518,tt0159206,tt0098749"
nm0823133,Austin Stark,"producer,director,writer","tt1683526,tt1969062,tt1481572,tt3687398"
nm0823155,Don Stark,"actor,director,soundtrack","tt0091738,tt0401729,tt0117731,tt4513674"
nm0823196,Jim Stark,"producer,actor,writer","tt0379217,tt0090967,tt0097940,tt0102536"
nm0823256,Ray Stark,"producer,miscellaneous","tt0083564,tt0098384,tt0062994,tt0074937"
nm0823288,Andrew Starke,"producer,director,writer","tt1788391,tt1229284,tt4158096,tt1229304"
nm0823330,Steve Starkey,"producer,assistant_director,editorial_department","tt0109830,tt1907668,tt0118884,tt0162222"
nm0823422,Tim Starnes,"music_department,composer,sound_department","tt0970179,tt0360717,tt1127715,tt0407887"
nm0823435,Diego Starosta,actor,"tt3655414,tt6726332,tt0247556,tt3011894"
nm0823536,Joey Starr,"actor,composer,soundtrack","tt0267129,tt1035729,tt1167638,tt1661420"
nm0823592,Ringo Starr,"actor,soundtrack,producer","tt0058182,tt0073298,tt0111893,tt3960412"
nm0823594,Ron Starr,actor,"tt0066771,tt0056412,tt0183884,tt0058829"
nm0823608,Steven Starr,"producer,writer,director","tt0104567,tt0423261,tt0130421,tt0107273"
nm0823630,Jack Starrett,"director,actor,assistant_director","tt0073600,tt0083944,tt0066126,tt0071230"
nm0823638,Scott Starrett,"composer,music_department,soundtrack","tt1280822,tt1137437,tt1332100,tt1582459"
nm0823661,Jane Startz,"producer,miscellaneous,writer","tt0327679,tt0113419,tt0108847,tt0283084"
nm0823721,Ben Stassen,"producer,director,writer","tt0159423,tt1230204,tt0486321,tt3148834"
nm0823723,Lorenz Stassen,writer,"tt0283027,tt0240286,tt0398407,tt0115088"
nm0823730,Ingrid Stassner,actress,tt0103793
nm0823898,Hannes Staudinger,"cinematographer,camera_department,miscellaneous","tt0132638,tt0050825,tt0050644,tt0044743"
nm0824085,Brendan Steacy,"cinematographer,camera_department,producer","tt1092327,tt1034007,tt1043813,tt2073086"
nm0824089,Colin Stead,composer,"tt0085204,tt0083937,tt0087590,tt0087705"
nm0824102,Alison Steadman,"actress,soundtrack,writer","tt0090521,tt0100024,tt0264246,tt0112130"
nm0824122,Robert Steadman,"cinematographer,camera_department,actor","tt0758774,tt0086006,tt0161081,tt0094602"
nm0824134,Red Steagall,"actor,soundtrack,producer","tt0099134,tt0091933,tt5463462,tt0067927"
nm0824175,Craig Stearns,"production_designer,art_director,assistant_director","tt0110475,tt0208003,tt0914797,tt5345490"
nm0824195,Michael Stearns,"composer,sound_department,soundtrack","tt2862288,tt4244998,tt0118531,tt0770802"
nm0824216,Giorgio Stegani,"writer,director,assistant_director","tt0059935,tt0077441,tt0078935,tt0159321"
nm0824217,Andy Stebbing,"producer,production_manager,miscellaneous","tt1825157,tt1440292,tt1020558,tt4786824"
nm0824220,Peter Stebbings,"actor,director,writer","tt0475252,tt1253864,tt2179035,tt1303828"
nm0824233,Doug Stebleton,"music_department,producer,soundtrack","tt0133752,tt7932650,tt1631377,tt0460681"
nm0824386,Amy Steel,"actress,miscellaneous","tt0156146,tt0044265,tt0090655,tt0082418"
nm0824395,Charles Steel,"producer,miscellaneous","tt1830379,tt2261331,tt1894476,tt0455590"
nm0824406,Dawn Steel,producer,"tt0104437,tt0120632,tt0106611,tt0119099"
nm0824414,Eric Steel,"producer,director,camera_department","tt1135503,tt0163988,tt0799954,tt0162650"
nm0824470,Eric Steelberg,"cinematographer,camera_department,producer","tt7074886,tt1193138,tt1022603,tt0467406"
nm0824473,Aaron Stell,"editor,director,producer","tt0056592,tt0052311,tt0213674,tt0037338"
nm0824482,Andrew Steele,"writer,producer,miscellaneous","tt1556078,tt2884286,tt0072562,tt0213790"
nm0824547,Gary Steele,"cinematographer,camera_department,sound_department","tt0983205,tt0081687,tt0257101,tt0342090"
nm0824588,Jim Steele,"producer,miscellaneous,actor","tt3547306,tt0115571,tt0110395,tt0117774"
nm0824600,Jon Gary Steele,"production_designer,art_director","tt1126591,tt3006802,tt0120586,tt0139134"
nm0824606,Karen Steele,actress,"tt0053220,tt0048356,tt0060028,tt0053441"
nm0824677,Taylor Steele,"director,producer,cinematographer","tt0823410,tt7436212,tt1462768,tt3813348"
nm0824785,Paprika Steen,"actress,soundtrack,director","tt0478394,tt1314269,tt0386582,tt0291395"
nm0824831,Jules van den Steenhoven,"cinematographer,camera_department","tt0194104,tt0297284,tt0153311,tt0382365"
nm0824882,Burr Steers,"director,actor,writer","tt1438254,tt0110912,tt0280760,tt1374989"
nm0824997,Rob Stefaniuk,"actor,director,editor","tt0404325,tt1323605,tt0167427,tt4340916"
nm0825209,Mark Steger,"actor,miscellaneous,stunts","tt2040560,tt4574334,tt0480249,tt1844624"
nm0825308,William Steig,"writer,art_department","tt0413267,tt0298148,tt0892791,tt0126029"
nm0825336,Ueli Steiger,"cinematographer,camera_department","tt0116629,tt1211837,tt0319262,tt0120685"
nm0825350,Nicolas Steil,"producer,writer,director","tt1726252,tt0447692,tt3301888,tt4005402"
nm0825356,Mark Steilen,"producer,writer,assistant_director","tt5734140,tt2854926,tt0480687,tt0338466"
nm0825392,Ann Stein,"editor,sound_department,editorial_department","tt0086250,tt0079261,tt0084707,tt0092890"
nm0825395,Anne Marie Stein,"miscellaneous,producer,director","tt0112715,tt0096754,tt0120746,tt0086006"
nm0825401,Ben Stein,"actor,miscellaneous,writer","tt0362165,tt0110475,tt0091042,tt0093748"
nm0825407,Björn Stein,"writer,director,editorial_department","tt1179069,tt0446476,tt4836846,tt1496025"
nm0825434,Darren Stein,"director,writer,producer","tt2429074,tt0124137,tt4103992,tt0155776"
nm0825506,Jeff Stein,"writer,producer,miscellaneous","tt0079400,tt6722868,tt0072472,tt0096698"
nm0825586,Miriam Stein,"producer,writer,miscellaneous","tt2941920,tt0469099,tt1119123,tt7973916"
nm0825589,Mitchell Stein,"producer,production_manager,actor","tt0119019,tt0221074,tt0102185,tt1736672"
nm0825630,Shana Stein,"producer,miscellaneous,actress","tt0411475,tt0378194,tt0312172,tt1853728"
nm0825705,John Steinbeck,"writer,actor","tt0032551,tt0048028,tt0037017,tt0105046"
nm0825730,Christina Steinberg,producer,"tt0389790,tt1446192,tt4633694,tt0368891"
nm0825738,David H. Steinberg,"writer,producer,director","tt0252866,tt0096697,tt0240900,tt1819601"
nm0825748,Elyse Steinberg,"producer,miscellaneous,director","tt0102687,tt0952933,tt5278596,tt0423652"
nm0825790,Michael Steinberg,"director,writer,producer","tt0106447,tt0105789,tt0402901,tt0129387"
nm0825799,Norman Steinberg,"producer,writer,miscellaneous","tt0071230,tt0285397,tt0065294,tt0096566"
nm0825877,Scott Steindorff,"producer,miscellaneous,actor","tt0308383,tt2883512,tt1189340,tt0472160"
nm0825987,Raymond Steiner,"producer,production_designer,art_director","tt0413317,tt0378906,tt0499238,tt0201840"
nm0826042,Peter Steinfeld,"writer,producer,actor","tt0289848,tt0377471,tt0478087,tt0186045"
nm0826050,Jon Steingart,"producer,executive","tt0147599,tt1608383,tt1190536,tt2543102"
nm0826114,Fredric Steinkamp,"editor,editorial_department,producer","tt0089755,tt0106918,tt0084805,tt0073802"
nm0826210,Albert Steinrück,actor,"tt0158189,tt0019655,tt0190164,tt0133848"
nm0826310,Raymond Stella,"camera_department,cinematographer,actor","tt0118771,tt0107290,tt0379786,tt0096256"
nm0826369,Martin Stellman,"writer,director,producer","tt0079766,tt0097373,tt0089009,tt0373926"
nm0826425,J. David Stem,"writer,producer,miscellaneous","tt0368578,tt0472181,tt0157472,tt0298148"
nm0826474,James Stemple,"music_department,composer","tt1223150,tt0368264,tt0342150,tt0119082"
nm0826541,Kriv Stenders,"director,writer,actor","tt0206371,tt0355563,tt0803061,tt0970922"
nm0826554,Salka Viertel,"writer,actress","tt0020642,tt0039308,tt0024481,tt0020387"
nm0826611,Danuta Stenka,actress,"tt0400688,tt0284406,tt0180275,tt0879843"
nm0826627,David Stenn,"producer,writer,miscellaneous","tt0330251,tt0101615,tt0979432,tt0111914"
nm0826663,Molly Malene Stensgaard,"editor,miscellaneous,editorial_department","tt1527186,tt1937390,tt3841424,tt0168629"
nm0826714,Zack Stentz,"miscellaneous,producer,writer","tt1270798,tt0800369,tt0313911,tt0851851"
nm0826932,Mary Stephen,"editor,director,writer","tt1512201,tt0133034,tt0185570,tt7075594"
nm0826992,Darryl Stephens,"actor,producer,writer","tt0433350,tt0478079,tt0955306,tt0414322"
nm0827032,Harvey Stephens,actor,"tt0466909,tt0080777,tt0850327,tt0075005"
nm0827041,Jack Stephens,"writer,miscellaneous","tt0858497,tt2275519,tt0270291,tt0119595"
nm0827071,Kara Stephens,"camera_department,producer,cinematographer","tt3017438,tt1885855,tt0328538,tt0114558"
nm0827170,Toby Stephens,"actor,miscellaneous,director","tt2317225,tt0246460,tt4172430,tt0186566"
nm0827171,Todd Stephens,"writer,producer,director","tt0443431,tt0138414,tt0251110,tt1051981"
nm0827268,John Stephenson,"special_effects,director,assistant_director","tt0112431,tt0204824,tt5540194,tt0366450"
nm0827294,Michael Paul Stephenson,"actor,director,producer","tt0105643,tt2075373,tt1844651,tt1144539"
nm0827295,Michele Stephenson,"producer,director,writer","tt7529802,tt2545088,tt0384944,tt1294715"
nm0827307,Bob Stephenson,"actor,writer,producer","tt0436331,tt0137523,tt4925292,tt1637706"
nm0827561,Maury Sterling,"actor,producer,stunts","tt2866360,tt0475394,tt0429493,tt4853102"
nm0827632,Andrew Stern,writer,"tt1433811,tt0122459,tt4106514,tt4852904"
nm0827663,Daniel Stern,"actor,director,soundtrack","tt0101587,tt0099785,tt0094582,tt0104431"
nm0827670,David I. Stern,"producer,writer","tt3502172,tt1107365,tt1621039,tt4295304"
nm0827726,James D. Stern,"producer,director,miscellaneous","tt2140379,tt1276104,tt0368794,tt0176426"
nm0827731,Jay Stern,"producer,miscellaneous","tt0120812,tt2493486,tt0266915,tt0119695"
nm0827735,Jenna Stern,actress,"tt0450232,tt0203259,tt1438251,tt0386588"
nm0827746,Jonathan Stern,"producer,writer,actor","tt0811106,tt1325113,tt1137992,tt2292621"
nm0827748,Joseph Stern,"producer,actor,production_manager","tt0083395,tt0098844,tt1012950,tt0097142"
nm0827750,Joshua Michael Stern,"writer,director,producer","tt2328632,tt1027862,tt2357129,tt4866982"
nm0827767,Leonard Stern,"writer,producer,miscellaneous","tt0061261,tt0055679,tt0066685,tt0058805"
nm0827800,Nancy Stern,"producer,director,writer","tt0447016,tt1691346,tt1808440,tt2510896"
nm0827830,Ricki Stern,"producer,director,writer","tt0912580,tt1568150,tt4264754,tt0446055"
nm0827839,Sandor Stern,"writer,director,producer","tt0069575,tt0078767,tt0384806,tt0062589"
nm0827840,Sandy Stern,"producer,actor,writer","tt0100436,tt0120601,tt0120879,tt0332375"
nm0827854,Steven Hilliard Stern,"director,writer,producer","tt0068995,tt0066803,tt0082754,tt0079832"
nm0827856,Stewart Stern,"writer,miscellaneous,actor","tt0056632,tt0048545,tt0063483,tt0044112"
nm0827869,Tom Stern,"camera_department,cinematographer,director","tt0327056,tt0498380,tt0418689,tt0824747"
nm0827889,Rudolph Sternad,"art_director,production_designer,art_department","tt0055031,tt0057193,tt0044706,tt0035417"
nm0827910,Jim Sternberg,"miscellaneous,producer,executive","tt0144084,tt1571222,tt2304953,tt2314886"
nm0827913,Marc Sternberg,"producer,actor,executive","tt0120376,tt0790686,tt0132477,tt0265208"
nm0827922,Tim Sternberg,"editorial_department,editor,music_department","tt1157707,tt0119978,tt0300051,tt0308383"
nm0827923,Tom Sternberg,"producer,miscellaneous","tt0078788,tt0116922,tt0134119,tt1976000"
nm0827985,Joshua Sternin,"writer,producer,miscellaneous","tt0252028,tt2349440,tt1877889,tt1436562"
nm0828020,Jay Arthur Sterrenberg,"editor,editorial_department,cinematographer","tt6333066,tt2504022,tt6633182,tt1479836"
nm0828085,Florian Stetter,actor,"tt2790236,tt0426578,tt0203297,tt3822818"
nm0828099,Patrick Stettner,"director,writer,editor","tt0448075,tt0270259,tt0189527,tt2071758"
nm0828130,Philip Steuer,"art_department,producer,production_manager","tt0120382,tt0171580,tt0363771,tt2140373"
nm0828177,Steve-O,"actor,writer,producer","tt5289746,tt0322802,tt1116184,tt1051931"
nm0828207,Robert Stevenhagen,"animation_department,art_department,director","tt0420238,tt0312004,tt1142977,tt0138749"
nm0828288,Brinke Stevens,"actress,producer,writer","tt0093991,tt7836680,tt0096142,tt2400473"
nm0828328,Connie Stevens,"actress,soundtrack,director","tt0084021,tt0078239,tt0131418,tt0052472"
nm0828342,Dana Stevens,"writer,producer,actress","tt0126916,tt0120632,tt1702439,tt0116259"
nm0828419,George Stevens,"cinematographer,director,writer","tt0030944,tt0046303,tt0043924,tt0049261"
nm0828562,Leslie Stevens,"writer,producer,miscellaneous","tt0056777,tt0078579,tt0062591,tt0055705"
nm0828596,Mark Stevens,"editor,editorial_department","tt0106977,tt0118688,tt0115857,tt0134273"
nm0828630,Michael Stevens,"composer,soundtrack,music_department","tt1205489,tt0498380,tt0327056,tt0405159"
nm0828656,Neal Stevens,"producer,executive","tt0174031,tt0783608,tt0119238,tt1264895"
nm0828731,Robert M. Stevens,"cinematographer,camera_department,actor","tt0096734,tt0119731,tt0242423,tt0120483"
nm0828941,Gerda Stevenson,actress,"tt2396135,tt0250169,tt0112573,tt0103845"
nm0828945,Guy Stevenson,"writer,actor,producer","tt3038546,tt0424823,tt0368709,tt5667516"
nm0828961,Jessica Hynes,"actress,writer,producer","tt0187664,tt0845046,tt0129711,tt0365748"
nm0828970,John Stevenson,"art_department,animation_department,director","tt0298148,tt0441773,tt0165982,tt0126029"
nm0828980,Juliet Stevenson,"actress,miscellaneous,soundtrack","tt0286499,tt0103129,tt0116191,tt0309912"
nm0829032,Ray Stevenson,"actor,soundtrack","tt1981115,tt1509767,tt0800369,tt1416801"
nm0829037,Rick Stevenson,"director,producer,writer","tt0443501,tt2058125,tt0113737,tt0253042"
nm0829038,Robert Stevenson,"director,writer,producer","tt0028033,tt0066817,tt0058331,tt0029081"
nm0829044,Robert Louis Stevenson,"writer,soundtrack","tt0133240,tt0041061,tt0037549,tt0022835"
nm0829054,Scott Stevenson,"editor,editorial_department","tt0388644,tt6794424,tt8004578,tt0113247"
nm0829165,Amy Stewart,actress,"tt0165832,tt0245238,tt0337697,tt0118763"
nm0829166,Amy Stewart,"actress,producer,stunts","tt0972412,tt0200276,tt0272196,tt0410975"
nm0829252,Catherine Mary Stewart,"actress,soundtrack,stunts","tt0087597,tt0098627,tt0080380,tt0087799"
nm0829263,Chali 2na,"soundtrack,actor,composer","tt0391304,tt0315733,tt0947810,tt0329717"
nm0829270,Charlotte Stewart,actress,"tt0100814,tt0071007,tt0098936,tt0074486"
nm0829329,Donald E. Stewart,"writer,producer","tt0084335,tt0099810,tt0109444,tt5478478"
nm0829330,Donald Ogden Stewart,"writer,actor","tt0030241,tt0050105,tt0032904,tt0021053"
nm0829388,Fred Mustard Stewart,writer,"tt0086705,tt0084691,tt0070458,tt0067419"
nm0829455,Jackie Stewart,actor,"tt0073972,tt6587118,tt8507522,tt0068178"
nm0829471,James Mark Stewart,"sound_department,composer,music_department","tt8328592,tt2668178,tt0963965,tt1417075"
nm0829480,Jane Ann Stewart,"production_designer,art_department,art_director",tt0375063
nm0829518,Joey Stewart,"assistant_director,producer,production_manager","tt1390535,tt0106168,tt1582458,tt3194590"
nm0829537,Jon Stewart,"writer,producer,actor","tt0120693,tt0266452,tt0133751,tt0115147"
nm0829576,Kristen Stewart,"actress,soundtrack,director","tt1735898,tt1673434,tt1259571,tt1324999"
nm0829601,Lisa Stewart,"producer,actress","tt1860353,tt0116695,tt0181875,tt1596350"
nm0829640,Mark Hinton Stewart,"composer,music_department,soundtrack","tt0295181,tt0254284,tt0756683,tt5770864"
nm0829650,Mary Stewart,writer,"tt6336356,tt0046593,tt0058371,tt0289739"
nm0829699,Nils Allen Stewart,"stunts,actor,assistant_director","tt0186566,tt0133152,tt1877832,tt0113074"
nm0829716,Patrick Alexander Stewart,"cinematographer,producer,camera_department","tt2475898,tt1480684,tt0863046,tt0278487"
nm0829760,Richard Stewart,"producer,actor,executive","tt4919816,tt1478325,tt4134412,tt1438173"
nm0829820,Scott Stewart,"producer,writer,visual_effects","tt2387433,tt5615700,tt3079768,tt1038686"
nm0829901,Will Stewart,"actor,writer,director","tt0139654,tt0158552,tt3072482,tt0159206"
nm0829916,Daniel Stewart Sherman,actor,"tt1111422,tt6128254,tt5301662,tt2199571"
nm0830082,Ulrich Stiehm,"producer,writer","tt2290553,tt1838603,tt0280874,tt2214952"
nm0830293,Jack Wrangler,"actor,director,composer","tt0079356,tt0222065,tt0253326,tt0944205"
nm0830294,Joe Stillman,"writer,producer,miscellaneous","tt0298148,tt0118375,tt0762125,tt0126029"
nm0830352,Jeff Stilson,"writer,producer,miscellaneous","tt0118285,tt1213585,tt0367274,tt0306370"
nm0830419,R.L. Stine,"writer,producer,actor","tt1051904,tt6566576,tt1581838,tt0220895"
nm0830472,Joseph Stinson,writer,"tt0086383,tt0087062,tt0090073"
nm0830503,Lucki Stipetic,"producer,camera_department,production_manager","tt0094888,tt0145046,tt0083946,tt0068182"
nm0830556,Rachael Stirling,"actress,make_up_department,soundtrack","tt1441952,tt0324264,tt0962736,tt1735898"
nm0830615,Kevin Stitt,"editor,editorial_department","tt0338337,tt1060277,tt0120903,tt0369610"
nm0830760,Aaron Stockard,"writer,miscellaneous,producer","tt0452623,tt0134119,tt0840361,tt0119217"
nm0830800,Kurt Stocker,"producer,executive","tt1663636,tt0220910,tt2325625,tt3642618"
nm0830802,Laurent Stocker,actor,"tt5078354,tt1683921,tt1334025,tt0792965"
nm0830891,Sam Stockman,actor,"tt1869470,tt1186356,tt5057932,tt3149010"
nm0830968,Harry Stockwell,"actor,soundtrack","tt0029583,tt0026144,tt0028568,tt0026466"
nm0830969,Jeff Stockwell,"writer,miscellaneous","tt0398808,tt3882138,tt1620680,tt0238924"
nm0831028,Lindsey Stoddart,"actress,writer,soundtrack","tt0285403,tt0491738,tt0460627,tt0298130"
nm0831045,Orville Stoeber,"soundtrack,composer,actor","tt0067341,tt2912776,tt0119715,tt0119210"
nm0831098,Erwin Stoff,"producer,manager,miscellaneous","tt0133093,tt1631867,tt0480249,tt0115857"
nm0831114,Rogier Stoffers,"cinematographer,camera_department","tt1517260,tt1895315,tt0416044,tt0119448"
nm0831130,Margaret Stohl,writer,"tt0176457,tt2338072,tt0165179,tt1559547"
nm0831254,Andre Stojka,"actor,soundtrack,producer","tt0220099,tt0089877,tt0110008,tt0119918"
nm0831278,Witold Stok,"cinematographer,camera_department,director","tt0083309,tt0107931,tt2723138,tt0120229"
nm0831281,Danielle Stokdyk,"producer,miscellaneous","tt0848539,tt2771372,tt3469916,tt3501584"
nm0831290,Bram Stoker,"writer,miscellaneous","tt0829150,tt0013442,tt0021814,tt0103874"
nm0831321,Chris Stokes,"director,writer,producer","tt6283780,tt0112792,tt1325717,tt1995260"
nm0831395,Terry Stokes,"editor,actor,editorial_department","tt0094761,tt0103003,tt0093629,tt0106144"
nm0831408,Mike Stokey,"miscellaneous,actor,writer","tt0177789,tt0120201,tt0346491,tt0942385"
nm0831435,Janusz Stoklosa,"composer,actor,music_department","tt7461300,tt0441074,tt0078529,tt0089471"
nm0831451,Mark Stolaroff,"producer,miscellaneous,assistant_director","tt4952044,tt0154506,tt1262414,tt5868924"
nm0831457,Josh Stolberg,"miscellaneous,writer,assistant_director","tt0464154,tt1232783,tt1619277,tt0452625"
nm0831467,Mink Stole,"actress,camera_department,make_up_department","tt0069089,tt0111127,tt0099329,tt0075936"
nm0831479,Erik Stolhanske,"actor,writer,producer","tt0331953,tt1135525,tt0486551,tt0247745"
nm0831515,John Stoll,"art_director,production_designer,art_department","tt0069895,tt0056172,tt0079153,tt0048595"
nm0831526,Pablo Stoll,"writer,director,editor","tt0280381,tt0331370,tt2379653,tt1504402"
nm0831544,Gabriella Stollenwerck,producer,"tt0488085,tt0308152,tt1462757,tt1536437"
nm0831557,Nicholas Stoller,"writer,producer,director","tt4438848,tt1204342,tt2281587,tt4624424"
nm0831569,Noah Stollman,"writer,director,producer","tt2040016,tt1392882,tt1311075,tt0834955"
nm0831578,Dan Stoloff,"cinematographer,actor","tt1234541,tt3250026,tt0339638,tt0349825"
nm0831601,Christian Stolte,"actor,soundtrack","tt1152836,tt1197624,tt2261391"
nm0831624,Oliver Stoltz,"producer,writer,director","tt0451101,tt0898323,tt0396392,tt1667130"
nm0831690,Charles Stone III,"director,actor","tt0339412,tt0259484,tt3442990,tt0303933"
nm0831694,N.B. Stone Jr.,"writer,music_department","tt0050064,tt0056412,tt0051247,tt0043228"
nm0831717,Andrea Stone,"casting_director,producer,executive","tt2210781,tt0114594,tt0497972"
nm0831841,Douglas Stone,"producer,director,writer","tt1299729,tt0238807,tt1251743,tt0817500"
nm0831902,Hank Stone,"actor,director","tt0187393,tt0330793,tt0386486,tt0159365"
nm0831919,Irving Stone,writer,"tt0058886,tt0049456,tt0046587,tt0033353"
nm0832008,LeRoy Stone,"editor,writer,editorial_department","tt0013606,tt0029192,tt0036872,tt0024993"
nm0832011,Lewis Stone,"actor,writer","tt0023194,tt0033342,tt0022386,tt0033832"
nm0832043,Matthew Stone,"writer,producer,soundtrack","tt3721964,tt0138524,tt0246464,tt0123964"
nm0832099,Peter Stone,"writer,actor,producer","tt0058092,tt0056923,tt0072251,tt0054531"
nm0832134,Robert Stone,"director,producer,editor","tt1992193,tt0094416,tt1230130,tt0938321"
nm0832314,Eric Stonestreet,"actor,soundtrack,writer","tt0181875,tt1442437,tt1850397,tt0399201"
nm0832380,Ed Stoppard,actor,"tt0253474,tt3312830,tt2739708,tt0207919"
nm0832422,Henri Storck,"director,cinematographer,writer","tt0160028,tt0041828,tt0215228,tt0266841"
nm0832456,David Storey,"writer,actor","tt0057578,tt0073158,tt0820333,tt0165592"
nm0832481,Michael Storey,"cinematographer,director,camera_department","tt0283644,tt0383067,tt0115826,tt0135164"
nm0832482,Michael Storey,"composer,music_department","tt0086904,tt0095298,tt0107207,tt0092425"
nm0832553,David Storm,"art_department,production_designer,art_director","tt2357770,tt1067765,tt5420886"
nm0832593,Lesley Storm,writer,"tt0040338,tt0046181,tt0043594,tt0045092"
nm0832712,Anthony Story,writer,"tt1091486,tt0080180"
nm0832790,Jeffrey Stott,"production_manager,producer,miscellaneous","tt5834262,tt0825232,tt1781922,tt1272878"
nm0832792,Ken Stott,"actor,soundtrack","tt1170358,tt0903624,tt0472062,tt2310332"
nm0832939,Susan A. Stover,"producer,production_manager,actress","tt0139362,tt0114906,tt0762138,tt0270259"
nm0833029,Alan Strachan,"editor,editorial_department,producer","tt0065207,tt0076752,tt0094336,tt0170107"
nm0833089,J. Michael Straczynski,"writer,producer,miscellaneous","tt0105946,tt0290966,tt0824747,tt2431438"
nm0833152,Beatrice Straight,actress,"tt0074958,tt0053131,tt0084516,tt0076999"
nm0833373,Marc Strange,"writer,actor,director","tt0066630,tt0114694,tt0063589,tt0429422"
nm0833448,Lee Strasberg,"actor,miscellaneous,director","tt0078718,tt0079219,tt0071562,tt0809488"
nm0833597,Deborah Stratman,"director,editor,writer","tt3395836,tt5103864,tt3430060,tt1349455"
nm0833619,Allan Stratton,"actor,writer","tt0095806,tt1646111"
nm0833620,Anna Stratton,"producer,actress","tt0789776,tt0116882,tt0345855,tt0146890"
nm0833627,Charlie Stratton,"actor,director,producer","tt0409379,tt1720616"
nm0833677,Richard Stratton,"producer,writer,actor",tt0296875
nm0833693,Trish Stratus,"actress,producer","tt0185103,tt0185130,tt0353015,tt2724532"
nm0833708,Jean-Marie Straub,"director,editor,producer","tt0200135,tt0062804,tt0094159,tt0087566"
nm0833779,Colin Strause,"visual_effects,director,producer","tt1564585,tt0458525,tt2126355,tt0758730"
nm0833780,Greg Strause,"visual_effects,director,producer","tt0319262,tt0758730,tt0458525,tt1564585"
nm0833828,John J. Strauss,"producer,writer,executive","tt0306841,tt0452681,tt0129387,tt0241760"
nm0833873,Scott Strauss,"producer,production_manager,executive","tt0139654,tt0332136,tt0271668,tt0297284"
nm0833879,Theodore Strauss,"writer,miscellaneous,producer","tt0040607,tt0037917,tt0064110,tt0040629"
nm0833889,Todd Strauss-Schulson,"director,writer,producer","tt2118624,tt1268799,tt2006296,tt0187234"
nm0833988,Martin Strba,"cinematographer,director,writer","tt1369835,tt0246608,tt5050904,tt0163019"
nm0834094,Rebecca Street,actress,"tt4731136,tt0083470,tt0102329,tt0155776"
nm0834117,Edward Streeter,writer,"tt0043526,tt0056255,tt0042451,tt0047707"
nm0834130,Tim Streeter,actor,"tt1595356,tt0092312,tt0089537"
nm0834135,Tim Streeto,"editor,editorial_department,assistant_director","tt0190332,tt0307479,tt1234654,tt2347569"
nm0834183,Russell Streiner,"actor,producer,writer","tt0100258,tt0063350,tt0166843,tt0089907"
nm0834199,Marc Streitenfeld,"composer,music_department,soundtrack","tt0955308,tt1446714,tt1601913,tt0765429"
nm0834282,Gary Stretch,"actor,producer,director","tt0272068,tt0419677,tt1615065,tt0346491"
nm0834338,Wesley Strick,"writer,producer,director","tt1740299,tt0124595,tt0111742,tt0101540"
nm0834465,Stephanie Striegel,producer,"tt0188160,tt0319524,tt0345074,tt1550902"
nm0834479,Devid Striesow,actor,"tt3863870,tt0813547,tt0363163,tt0384369"
nm0834505,Leah Striker,"camera_department,cinematographer","tt1401152,tt0993842,tt0401445,tt0120804"
nm0834529,August Strindberg,"writer,soundtrack","tt7274774,tt0019441,tt0010612,tt0010324"
nm0834626,Elaine Stritch,"actress,music_department,soundtrack","tt0094890,tt0496424,tt0369735,tt0072577"
nm0834672,Pavel Strnad,producer,"tt5495726,tt0113420,tt2199448,tt0408120"
nm0834754,Woody Strode,"actor,soundtrack,stunts","tt0049833,tt0056217,tt0060862,tt0054331"
nm0834788,Ernst Etchie Stroh,"producer,actor,executive","tt4332846,tt0271543,tt0246332,tt0126250"
nm0834898,Hunt Stromberg,"producer,miscellaneous,director","tt0030817,tt0014902,tt0013889,tt0026768"
nm0834902,Robert Stromberg,"visual_effects,director,producer","tt1587310,tt0499549,tt0311113,tt1014759"
nm0834960,Danny Strong,"actor,writer,producer","tt1327773,tt3228904,tt1848902,tt4986134"
nm0834989,Jeremy Strong,"actor,miscellaneous,art_department","tt1872194,tt1990314,tt0949731,tt1596363"
nm0835016,Mark Strong,actor,tt4649466
nm0835045,Rider Strong,"actor,director,writer","tt0105958,tt1210069,tt0303816,tt1758786"
nm0835075,Aaron Strongoni,"writer,producer,editor","tt7785142,tt0363276,tt0411805,tt0497373"
nm0835128,Bill Strother,"actor,stunts",tt0014429
nm0835136,Andrew Stroud,"camera_department,cinematographer,assistant_director","tt0364751,tt0167260,tt0120737,tt0360717"
nm0835144,Don Stroud,"actor,producer","tt1853728,tt0102804,tt0097742,tt0078767"
nm0835159,Lisa Simone Kelly,"actress,producer","tt0123366,tt4284010,tt0229275"
nm0835190,Charles Strouse,"music_department,soundtrack,composer","tt5463162,tt1823664,tt0083564,tt0061418"
