movie_id,title,directors_x,genre,theater_date,stream_date,box_office,mpaa,runtime,studio,writer,full_synop,all_reviewers_average,num_all_reviewers,num_all_fresh,num_all_rotten,top_reviewers_average,num_top_reviewers,num_top_fresh,num_top_rotten,user_rating,num_users,simple_title,year,tconst,averageRating,numVotes,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,directors_y,writers
770790721,The Beautiful Person (La Belle Personne),Christophe Honoré,"Art House & International, Drama","Sep 10, 2008","May 17, 2011",,NR,97.0,IFC Films,"Christophe Honoré, Gilles Taurand","In the wake of screen adaptations by such acclaimed filmmakers as Andrzej Zulawski and Manoel de Oliveira, director Christophe Honoré updates Madame de Lafayette's novel La Princesse de Clèves while placing the story in a contemporary setting. Junie (Léa Seydoux) is new in Paris, and there isn't a man in the city that hasn't noticed. Chief among her admirers are teacher Nemours (Louis Garrel) and gauche fellow student Otto (Grégoire Leprince-Ringuet). As passions flare, it becomes readily apparent that Nemours maintains a rather liberal approach to student-teacher relationships.",5.9/10,6.0,3.0,3.0,,,,,3.4/5,"1,789",The Beautiful Person,2008,tt1263778,6.8,5765,movie,The Beautiful Person,La Belle Personne,0,2008,\N,97,"Comedy,Drama",nm0393394,"nm0393394,nm0851522,nm0478548"
770812337,31 North 62 East (Too Close to the Truth),Tristan Loraine,"Art House & International, Drama, Mystery & Suspense","May 16, 2009","May 16, 2011",,R,100.0,Fact Not Fiction Films,"Tristan Loraine, Leofwine Loraine","A corrupt British Prime Minister becomes the subject of an intense investigation after giving up the location of an SAS unit in Afghanistan in order to secure a highly-lucrative arms deal. In the wake of finalizing an $80 million weapons accord with a prominent Afghan Sheik, British Prime Minister John Hammond grows confident that his chances of being reelected are high. But when a group of British soldiers are implicated in the murder of the Sheik's nephew, the prime minister begins to fear that his political career could quickly unravel. Desperate, Prime Minister Hammond attempts to remain in the Sheik's good graces by revealing the location of a clandestine SAS unit in Afghanistan despite the fact that regiment had no involvement in the murder whatsoever. Two months after the attack all of the SAS soldiers are presumed dead, but Italian Special Forces reveal that the sole survivor, Captain Jill Mandelson, incredibly managed to elude capture. Now Captain Mandelson wants answers. With the help of her twin sister Kimberly and some powerful contacts in the French Secret Service, Captain Mandelson prepares to confront the most powerful people in Britain to uncover the truth and hold Prime Minister Hammond accountable for his crimes.",3/10,13.0,1.0,12.0,,,,,2.4/5,103,31 North 62 East,2009,tt1235404,4.2,301,movie,31 North 62 East,31 North 62 East,0,2009,\N,105,Thriller,nm2838520,"nm3018012,nm2838520"
771035391,The Illusionist (L'illusionniste),Sylvain Chomet,"Animation, Art House & International, Comedy, Drama","Dec 25, 2010","May 10, 2011","$2,200,000",PG (for thematic elements and smoking),82.0,Sony Pictures Classics,"Jacques Tati, Sylvain Chomet","The Illusionist is one of a dying breed of stage entertainers. With emerging rock stars stealing his thunder in the late 1950s, he is forced to accept increasingly obscure assignments in fringe theatres, at garden parties and in bars and cafés. Then, while performing in a village pub off the west coast of Scotland, he encounters Alice, an innocent young girl, who will change his life forever. Watching his performance for the excited villagers who are celebrating the arrival of electricity on their remote island, Alice is awestruck by his show and believes his tricks are real magic. Though they don‟t speak the same language, the two lonely strangers quickly bond through small kindnesses. Fascinated by The Illusionist, Alice stows away on his departing ship and follows him to Edinburgh. There, they quickly fall into a father - daughter relationship, with Alice keeping their home at a boarding house for vaudevillians, while he goes to work in a small local theatre. Enchanted by her enthusiasm for his act, The Illusionist rewards Alice with increasingly lavish gifts he has 'conjured' into existence. Desperate not to disappoint her, he cannot bring himself to reveal that magic does not exist and that he‟s driving himself to ruin working all night jobs to buy her gifts. As The Illusionist grows older, Alice grows up. She falls in love with a young man and is no longer so enchanted by The Illusionist‟s conjuring. She moves on with her life, and The Illusionist no longer has to pretend. Untangled from his own web of deceit, he resumes his life as a much wiser man. -- (C) Sony Pictures Classics",8/10,128.0,116.0,12.0,8.7/10,28.0,25.0,3.0,3.8/5,"16,069",The Illusionist,2010,tt0775489,7.5,31485,movie,The Illusionist,L'illusionniste,0,2010,\N,80,"Animation,Drama",nm0158984,"nm0158984,nm0004244"
771473093,In the Fade (Aus dem Nichts),Fatih Akin,"Art House & International, Drama","Dec 27, 2017","Apr 17, 2018","$36,522","R (for some disturbing images, drug use, and language including sexual references)",106.0,Magnolia Pictures,"Fatih Akin, Hark Bohm","Out of nowhere, Katja's life falls apart when her husband Nuri and little son Rocco are killed in a bomb attack. Her friends and family try to give her the support she needs, and Katja somehow manages to make it through the funeral. But the mind numbing search for the perpetrators and reasons behind the senseless killing complicate Katja's painful mourning, opening wounds and doubts. Danilo, a lawyer and Nuri's best friend, represents Katja in the eventual trial against the two suspects: a young couple from the neo-Nazi scene. The trial pushes Katja to the edge, but there's simply no alternative for her: she wants justice.",6.7/10,140.0,106.0,34.0,6.9/10,26.0,21.0,5.0,3.5/5,861,In the Fade,2017,tt5723272,7.1,20565,movie,In the Fade,Aus dem Nichts,0,2017,\N,106,"Crime,Drama,Thriller",nm0015359,"nm0015359,nm0006737"
770728847,Daughter of the Nile (Ni luo he nu er),Hsiao-hsien Hou,"Art House & International, Drama","Jan 1, 1987","Mar 20, 2018",,NR,91.0,,,"One glance at the 1989 Daughter of the Nile will convince the viewer that this is not the cheapjack 1969 American TV movie of the same name. Instead, this is a compelling Taiwanese drama about a wistful schoolgirl (Yang Lin) who is peripherally involved in a teen-aged crime ring. She escapes from the harshness of her surrounding reality by reading her favorite comic book, Daughter of the Nile. Despite its inherent whimsical nature, the film is a straight-on look at urban decay in modern Taiwan. Daughter of the Nile was originally released as Nilouhe Nuer. ~ Hal Erickson, Rovi",9/10,5.0,5.0,0.0,,,,,3.8/5,141,Daughter of the Nile,1987,tt0093633,7.1,508,movie,Daughter of the Nile,Ni luo he nu er,0,1987,\N,93,"Crime,Drama",nm0396284,"nm0160883,nm1787637,nm4606920"
771472281,The Divine Order (Die göttliche Ordnung),Petra Biondina Volpe,"Art House & International, Drama","Oct 27, 2017","Mar 20, 2018",,NR,96.0,Zodiac Pictures,Petra Biondina Volpe,"Nora is a young housewife and mother who lives in 1971 with her husband and two sons in a quiet Swiss village. Here little is known about the social upheavals of the 1968 movement. The village and family peace, however, dwindles as Nora begins to work for women's voting rights ...",6.6/10,49.0,41.0,8.0,6.6/10,14.0,12.0,2.0,3.6/5,105,The Divine Order,2017,tt5818818,7.0,1600,movie,The Divine Order,Die göttliche Ordnung,0,2017,\N,96,"Comedy,Drama",nm1273344,nm1273344
771484605,I Remember You (Eg Man Big),Oskar Thor Axelsson,"Drama, Horror","Nov 10, 2017","Mar 27, 2018",,NR,105.0,Zik Zak Filmworks,"Oskar Thor Axelsson, Ottó Geir Borg, Ottó Geir Borg","An elderly woman hangs herself in a church. A grieving father searches for the truth about what happened to his missing son. And a trio of young city dwellers unleash a sinister force when they begin renovating a cursed home on a remote island. They don't know it yet, but each of these strangers is connected by a disturbing, decades-old secret--a mystery that holds the key to a series of terrifying supernatural events. Based on the acclaimed novel by the ""Queen of Icelandic Crime,"" this atmospheric chiller is both a hair-raising ghost story and a powerful tale of life beyond death.",7/10,5.0,5.0,0.0,,,,,3.5/5,380,I Remember You,2017,tt4966532,6.2,3231,movie,I Remember You,Ég man þig,0,2017,\N,105,"Drama,Horror,Mystery",nm1823550,"nm1823550,nm2366292,nm2969464"
771472782,"Faces Places (Visages, villages)","JR, Agnès Varda","Art House & International, Documentary","Oct 6, 2017","Mar 6, 2018","$900,903",PG (for brief nude images and thematic elements),90.0,Cohen Media Group,,"Agnès Varda and JR have things in common: a passion for and the exploration of images in general, and more precisely, for places and for ways of showing, sharing, and exhibiting them. Agnès chose cinema. JR chose to create open air photography galleries. When Agnès and JR met in 2015, they immediately wanted to work together, to shoot a film in France, far from cities, during a trip in JR's photographic (and magical) truck. Through chance encounters and prepared projects, they reached out to others, listening to them, photographing them, and sometimes putting them on posters. This film also tells the story of Agnès and JR's friendship, which grew stronger throughout the film shoot, between surprises and teasing, and while laughing about their differences.",8.8/10,132.0,131.0,1.0,9.2/10,25.0,25.0,0.0,4.2/5,"2,316",Faces Places,2017,tt5598102,7.9,7297,movie,Faces Places,Visages villages,0,2017,\N,94,Documentary,"nm2346254,nm0889513","nm2346254,nm0889513"
771445932,Don't Call Me Son (Mãe Só Há Uma),Anna Muylaert,Drama,"Nov 2, 2016","Feb 13, 2018","$11,678",NR,82.0,Dezenove Som e Imagem,Anna Muylaert,"Tall, dark, androgynously handsome, Pierre wears eyeliner and a black lace g-string, while having sex with both boys and girls. The confusion only goes deeper when the teenager's single, working-class mom is arrested for having stolen him (and his ""sister"") at birth. Thanks to the wonders of DNA, he's returned to his biological parents: bourgeois, straight-laced and thrilled to have him back--at least until he joins them at a bowling alley in a zebra-print mini dress. The turmoil of adolescence is plumbed with wit and compassion by writer/director Anna Muylaert, whose earlier film, The Second Mother, also dealt with familial loyalty and class tensions. Actress Dani Nefussi gives completely believable knock-out performances in the role of both mothers, and newcomer Naomi Nero makes short shrift of anyone's expectations as a broodingly intense, potentially volcanic six-footer in stiletto heels. -Karen Cooper, Director, Film Forum",6.5/10,16.0,13.0,3.0,7.9/10,7.0,7.0,0.0,3.7/5,125,Don't Call Me Son,2016,tt5452964,6.8,1077,movie,Don't Call Me Son,Mãe Só Há Uma,0,2016,\N,82,Drama,nm1155957,nm1155957
771472122,Blade of the Immortal (Mugen no jûnin),Takashi Miike,"Action & Adventure, Drama","Nov 3, 2017","Feb 13, 2018","$117,545",R (for bloody violence and carnage throughout),140.0,Magnolia Pictures,"Takashi Miike, Tetsuya Oishi","Samurai Manji has taken a lot of lives, both innocent and guilty, and now lives life in feudal Japan as a criminal. After being cursed with immortality until he kills enough evil men, Manji meets a young girl who enlists him to be her body-guard. Swearing loyalty, protection and vengeance against the group of sword fighters who slaughtered her family, the unlikely duo set on a remarkable quest to make right against those who did them wrong.",7/10,88.0,75.0,13.0,6.6/10,18.0,16.0,2.0,3.7/5,"2,291",Blade of the Immortal,2017,tt5084170,6.8,11610,movie,Blade of the Immortal,Mugen no jûnin,0,2017,\N,140,"Action,Drama,Fantasy",nm0586281,"nm1765574,nm0645256"
771443220,Old Stone (Lao Shi),Johnny Ma,Drama,"Nov 30, 2016","Jan 30, 2018","$7,476",NR,80.0,Maktub Films,Johnny Ma,"When a drunken passenger causes Lao Shi to swerve and hit a motorcyclist, the driver stops to help the injured man. When no police or ambulance arrive he drives the victim to the hospital, checks him in and finds himself liable for the man's medical bills. The repercussions of Shi's selfless act expose a society rife with bone-chilling callousness and bureaucratic indifference. On the verge of losing his cab, his job and his family, Lao Shi (in a magnificent performance by Chen Gang) has to resort to desperate measures to survive.",7.4/10,25.0,24.0,1.0,6.9/10,12.0,11.0,1.0,3.7/5,141,Old Stone,2016,tt5474522,6.9,371,movie,Old Stone,Lao shi,0,2016,\N,80,Thriller,nm3534176,nm3534176
771486405,Gangster Land (In the Absence of Good Men),Timothy Woodward Jr.,Drama,"Dec 1, 2017","Jan 16, 2018",,NR,88.0,Status Media & Entertainment,"Ian Patrick Williams, Ian Williams","The story of America's most famous mobsters and their rise to power, GANGSTER LAND examines Al Capone's ascension through the eyes of his second in command, ""Machine Gun"" Jack McGurn (Faris). Once an amateur boxer, McGurn is lured into the Italian mafia after the murder of his step-father. Upon joining, he rises swiftly through the ranks along with friend and eventual Boss, Capone (Gibson). As the Italian mob becomes the most lucrative criminal organization in the country, tensions build with ""Bugs"" Moran (Facinelli) and the Irish mob which ignites a brutal gang war culminating with the St. Valentine's Day Massacre.",0/10,5.0,0.0,5.0,,,,,2.6/5,60,Gangster Land,2017,tt7241654,4.5,1074,movie,Gangster Land,In the Absence of Good Men,0,2017,\N,113,"Action,Crime,Drama",nm1914394,nm0930787
771443209,After Love (L'économie du couple),Joachim Lafosse,"Art House & International, Drama","Aug 9, 2017","Nov 21, 2017","$13,621",NR,100.0,Distrib Films US,"Fanny Burdino, Joachim Lafosse, Mazarine Pingeot, Thomas van Zuylen","From the director of ""OUR CHILDREN"", comes the stark story of Boris (Cédric Kahn) and Marie (Bérénice Bejo), a couple who have decided to separate after 15 years together. They have two girls that they adore. However, cash-strapped Boris is still living in the family home. When all is said and done, neither of the two is willing to give up.Now this apartment is a war zone and their situation a nightmare. Joachim Lafosse captures with great magnitude, the painfully intimate, harrowingly fascinating drama about the emotional and financial complexities of a separation and the complexity of the end of a long love story.",7.2/10,48.0,42.0,6.0,6.5/10,13.0,12.0,1.0,3.7/5,422,After Love,2017,tt2486456,7.6,5,movie,After Love,After Love,0,2017,\N,\N,"Drama,Romance,Thriller",nm3237415,nm3237415
771472554,The Villainess (Ak-Nyeo),"Jeong Byeong-gil, Jung Byoung-gil","Action & Adventure, Art House & International, Drama","Aug 25, 2017","Nov 21, 2017","$27,442",NR,124.0,Next Entertainment World,"Jeong Byeong-gil, Byeong-sik Jung, Jung Yeon-Sik, Jung Byoung-gil","Since she was a little girl, Sook-hee was raised to be a deadly assassin. She gladly accepts the chance to start a new life when South Korea's Intelligence Agency recruits her as a sleeper agent, with the promise of complete freedom after ten years of service. But soon after taking on her new identity as Chae Yeon-soo, a 27-year-old theatre actress, she begins to realize that for someone who has lived as a killer her entire life, normal is no easy task. When two men from her past suddenly appear in her new life, it unlocks dark secrets that should've stayed hidden, and the fallout is swift and explosive.",6.8/10,81.0,67.0,14.0,5.9/10,16.0,11.0,5.0,3.6/5,823,The Villainess,2017,tt6777338,6.7,8517,movie,The Villainess,Aknyeo,0,2017,\N,129,"Action,Drama",nm3468066,"nm8990729,nm3468066"
771468684,The Midwife (Sage femme),Martin Provost,"Art House & International, Drama","Jul 21, 2017","Oct 17, 2017",,NR,117.0,Music Box Films,Martin Provost,"Two of French cinema's biggest stars shine in this bittersweet drama about the unlikely friendship that develops between Claire (Catherine Frot), a talented but tightly wound midwife, and Béatrice (Catherine Deneuve), the estranged, free-spirited mistress of Claire's late father. Though polar opposites in almost every way, the two come to rely on each other as they cope with the unusual circumstance that brought them together in this sharp character study from the César-award winning director Martin Provost (Séraphine).",7/10,83.0,74.0,9.0,7.1/10,22.0,18.0,4.0,3.8/5,468,The Midwife,2017,tt5348236,6.8,1767,movie,The Midwife,Sage femme,0,2017,\N,117,Drama,nm0699095,nm0699095
770680906,Not as a Stranger (Morton Thompson's Not as a Stranger),"Stanley Kramer, Frank Kramer","Classics, Drama","Jun 28, 1955","Mar 29, 2011",,NR,135.0,United Artists,"Edna Anhalt, Edward Anhalt","Ambitious but impecunious medical student Lucas Marsh (Robert Mitchum) marries the older and (in this film, at least) not especially attractive Kristina Hedvigson (Olivia de Havilland) so that she can pay his tuition fees. Kristina loves Lucas, but he loves nothing but his work. Emotionally shutting himself off from everyone -- including best friend, Alfred Boone (Frank Sinatra), and drunken dad, Job Marsh (Lon Chaney Jr.) -- Lucas survives his training and goes to work as the assistant to tough but tender small-town medico Dr. Runkleman (Charles Bickford). He enters into an affair with wealthy Harriet Lang (Gloria Grahame) (watch for the symbolism-laden tryst in the horse barn!), obliging Alfred, now a big-city doctor, to try to patch up his pal's marriage. But Lucas feels nothing and needs no one because he's come to think of himself as the perfect physician, incapable of making an error. When Lucas fails to revive his mentor Dr. Runkleman during heart surgery (a genuine heart is used in the ""massage"" close-ups), the young doctor suddenly realizes that he's not infallible after all. He wanders aimlessly through town, finally returning to his wife and collapsing into her arms, sobbing ""Help me! Please help me!"" Cameo players range from Broderick Crawford as a Jewish doctor denied entry into medicine's upper circles to Carl Switzer as a bug-eyed patient. The film was adapted from the best-selling novel by Morton Thompson. ~ Hal Erickson, Rovi",3.8/10,8.0,1.0,7.0,,,,,3.4/5,252,Not as a Stranger,1955,tt0048432,6.8,1509,movie,Not as a Stranger,Not as a Stranger,0,1955,\N,135,"Drama,Film-Noir,Romance",nm0006452,"nm0030018,nm0030019,nm0860522"
770817053,Farewell (L'affaire Farewell),Christian Carion,"Art House & International, Drama, Mystery & Suspense","Jul 23, 2010","Apr 12, 2011","$309,262",NR,112.0,Neoclassic Films,"Christian Carion, Eric Raynaud","Engaging, emotional and riveting, ""Farewell"" is an intricate and highly intelligent thriller pulled from the pages of history -- about an ordinary man thrust into the biggest theft of Soviet information of the Cold War. Ronald Reagan called this piece of history -- largely unknown until now, ""one of the most important espionage cases of the 20th century.""",7.1/10,77.0,66.0,11.0,6.9/10,26.0,22.0,4.0,3.6/5,"5,031",Farewell,2010,tt1334532,6.9,88,movie,Farewell,Farewell,0,2010,\N,90,Drama,nm1441242,nm1441242
771048664,Come Undone (Cosa voglio di più),Silvio Soldini,"Art House & International, Comedy, Drama","Dec 3, 2010","Apr 5, 2011","$2,664",NR,126.0,Film Movement,,"Anna (Alba Rohrwacher) has everything she thought she could ever need: a respectable career, a caring family, and a loving partner, Alessio. But when she meets Domenico (Pier Francesco Favino), a handsome, married waiter, her neatly ordered world begins to fall apart. They quickly fall into a heated affair, based on secret meetings, stolen caresses, cell phone fights, and endless lies. Anna's increasingly distant behavior goes unnoticed by Alessio, while Domenico's wife becomes steadily more suspicious of her husband. As the two lovers begin to fall deeper under the spell of passion, they are faced with a life-changing choice which neither is entirely prepared to make. COME UNDONE is Silvio Soldini's third film to be distributed in the US by Film Movement, which originally released AGATA AND THE STORM in 2006 and DAYS AND CLOUDS in 2009. Long committed to telling an array of intimate stories of private and passionate relationships, in COME UNDONE Solidni explores themes of lust, forbidden desire and infidelity, and their myriad ramifications. In depicting his protagonists' clandestine affair, it was very important to Soldini that, in his words, he ""shows very real characters, with problems that we all have, as if they were people that we know, in situations that we all experience."" Unlike his previous purely fictional films, COME UNDONE is based on stories that a close friend of the director related to him about her own romantic affairs. -- (C) Film Movement",6.7/10,7.0,6.0,1.0,,,,,3/5,374,Come Undone,2010,tt1403144,6.1,2289,movie,Come Undone,Cosa voglio di più,0,2010,\N,126,"Drama,Romance",nm0812862,"nm0812862,nm0502859,nm1492316"
770681661,The Prowler (Cost of Living ),Joseph Losey,"Drama, Mystery & Suspense","Dec 3, 1951","Feb 1, 2011",,PG,92.0,VCI Entertainment,"Robert Thoeren, Dalton Trumbo, Hugo Butler","Webb Garwood (Van Heflin) is a cynical policeman who believes that success comes from lucky breaks. Responding to a prowler complaint at the home of Susan Gilvray (Evelyn Keyes), he is immediately attracted to her and her wealth. He returns to ""check up"" on Susan, and they begin an affair, conducted while listening to her husband John (Sherry Hall)'s all-night radio program. Feeling guilty, Susan ends the relationship, but Garwood remains obsessed. He pretends to be a prowler on the Gilvray property so he can respond to another police call. Drawing William outside, he shoots him and makes it appear accidental. When Garwood manipulates Susan's confusion about the shooting, she buys his story, and the lovers marry. However, upon discovering that Susan is pregnant ""too soon,"" they flee to give birth in secret, but eventually Susan learns the devastating truth.",7.4/10,17.0,17.0,0.0,7.2/10,6.0,6.0,0.0,3.8/5,282,The Prowler,1951,tt0043938,7.3,2477,movie,The Prowler,The Prowler,0,1951,\N,92,"Drama,Film-Noir,Thriller",nm0521334,"nm0858329,nm0928915,nm0124947,nm0874308"
770815099,Red & White (Merah Putih),Yadi Sugandi,"Art House & International, Drama","Aug 13, 2009","Feb 7, 2011",,NR,108.0,Margate House,,"The directorial debut of acclaimed Indonesian cinematographer Yadi Sugandi and the first film in a Freedom Trilogy celebrating Indonesian national history, Merah Putih (aka The Red and The White, another name for the Indonesian flag), is a sweeping historical epic that follows a band of soldiers fighting for their country's independence from the Dutch in 1947. The all-star cast is a veritable who's who of Indonesian cinema -- Lukman Sardi, Donny Alamsyah, Darius Sinathrya, and T. Rifnu Wikana -- and the film features lush cinematography of the beautiful Javanese countryside and special effects by some of Hollywood's leading technicians during the film's battle scenes. ~ Sandra Bencic, Rovi",4/10,7.0,0.0,7.0,,,,,3.4/5,260,Red & White,2009,tt1438496,6.3,297,movie,Red & White,Merah Putih,0,2009,\N,108,"Action,Drama,War",nm0837364,"nm3440937,nm3455834"
770859969,Heartbreaker (L'Arnacoeur),"Pascal Chaumeil, Nicolas Duval-Adassovsky","Art House & International, Comedy, Romance","Sep 10, 2010","Jan 11, 2011","$504,030",PG,104.0,Universal,"Yoann Gromb, Jeremy Doner, Laurent Zeitoun","HEARTBREAKER is an action-packed romantic comedy pairing two of France's biggest young stars: Romain Duris (THE BEAT THAT MY HEART SKIPPED, PARIS) and actress/singer Vanessa Paradis (GIRL ON THE BRIDGE). A smash hit in France, the film was also featured at the Tribeca Film Festival. Charming, funny and effortlessly cool, Alex (Duris) is a professional heartbreaker who for a fee can turn any husband, fiance or boyfriend into an ex. Alex has one ironclad rule: He only breaks up couples where the woman is unhappy. His latest job will put that rule to the test. The target is Juliette, a beautiful heiress who is set to marry the man of her dreams. With ten days until the wedding, Alex has been hired by her father to carry out his most daring seduction yet that risks him being caught by his ruthless personal creditors, angry exes, and the beautiful and independent Juliette herself. But worst of all, will he discover to his own cost that when it comes to love, the perfect plan doesn't exist? This fall no one will be able to resist HEARTBREAKER. -- (C) IFC",6.7/10,78.0,54.0,24.0,5.4/10,15.0,7.0,8.0,3.5/5,"15,549",Heartbreaker,2010,tt1465487,6.8,23774,movie,Heartbreaker,L'arnacoeur,0,2010,\N,105,"Comedy,Romance",nm0154312,"nm1552771,nm0232442,nm3557725"
770812328,The Horde (La Horde),"Benjamin Rocher, Yannick Dahan","Action & Adventure, Art House & International, Horror, Mystery & Suspense","Jul 1, 2009","Dec 21, 2010",,NR,90.0,IFC Films,"Benjamin Rocher, Arnaud Bordas, Stephane Moissakis, Yannick Dahan","In order to avenge the murder of one of their own by a gang of ruthless gangsters, four corrupt cops go on a rampage in a condemned building which serves as the mobsters' hangout. Now trapped, the officers are about to be executed when the unimaginable occurs: hordes of bloodthirsty, cannibalistic creatures invade the building, savagely attacking everyone. Unexpected alliances are made when their lives are threatened by the unthinkable. Directed by Yannick Dahan & Benjamin Rocher.-- (C) IFC Films",4.8/10,18.0,7.0,11.0,,,,,3/5,"2,649",The Horde,2009,tt1183276,5.9,14377,movie,The Horde,La horde,0,2009,\N,90,"Action,Horror","nm1119478,nm2278184","nm2071861,nm2278184,nm2959356,nm1119478,nm2425150"
770818404,Eyes Wide Open (Einaym Pkuhot),Haim Tabakman,"Art House & International, Drama, Romance","Feb 5, 2010","Nov 16, 2010","$463,914",NR,91.0,Regent Releasing,Merav Doster,"A man who acknowledges a side of himself he's kept hidden for decades must decide between love, loyalty, and faith in this drama from filmmaker Haim Tabakman set in Jerusalem. Aaron (Zohar Strauss) is an orthodox Jew in his mid-thirties who helps run a kosher butcher shop opened by his father. Aaron is married to Rivka (Ravit ""Tinkerbell"" Rozen) and they have four sons, but he often feels something is missing from his life. One day, a 19-year-old yeshiva student, Ezri (Ran Danker), stops by the shop; when Aaron learns Ezri is homeless, he offers to make the youngster his apprentice and gives him a room. Aaron and Ezri strike up a fast friendship, but in time their feelings become deeper, and during a communal bath they act on the desires that have been growing between them. Aaron finds himself torn between his loyalty to his family and his growing love for Ezri, and his dilemma becomes even more pointed when Rabbi Vaisben (Tzahi Grad) asks him to join him in his ""Purity Police"" group, who pay threatening visits to people in the community who are falling short in the eyes of the congregation. Einaym Pkuhot (aka Eyes Wide Open) was an official selection at the 2009 Cannes Film Festival, where it was screened as part of the ""Un Certain Regard"" program. ~ Mark Deming, Rovi",6.9/10,33.0,28.0,5.0,6.3/10,11.0,8.0,3.0,3.7/5,"1,314",Eyes Wide Open,2010,tt1692325,8.7,17,movie,Eyes Wide Open,Eyes Wide Open,0,2010,\N,110,"Documentary,History",nm0034820,nm0034820
395113162,House (Hausu),Nobuhiko Ôbayashi,"Art House & International, Comedy, Horror, Science Fiction & Fantasy, Special Interest","Sep 1, 1977","Oct 25, 2010",,NR,87.0,Toho International Company Inc,"Chico Katsura, Chiho Katsura, Nobuhiko Ôbayashi","A schoolgirl travels with six classmates to her ailing aunt's creaky country home and comes face-to-face with evil spirits, a demonic house cat, a bloodthirsty piano, and other ghoulish visions.",7.1/10,29.0,26.0,3.0,6.3/10,7.0,5.0,2.0,3.9/5,"3,025",House,1977,tt0076162,7.4,16080,movie,House,Hausu,0,1977,\N,88,"Comedy,Horror",nm0643171,"nm0441554,nm0643168"
770671436,The Magician (Ansiktet),Ingmar Bergman,Drama,"Dec 26, 1958","Oct 12, 2010",,NR,101.0,Criterion Collection,Ingmar Bergman,"A magician of dubious talents, Vogler (Max Von Sydow) and his traveling show are called to entertain at the home of the local police commissioner. Set in Stockholm in the 1840's, Vogler's powers are put on display for the commissioner, a doctor, and a civil servant. Despite the magicians questionable abilities, many strange and mysterious events transpire to illustrate man's fascination with the murky world of the unexplainable answers to love, life and death.",8.1/10,10.0,10.0,0.0,,,,,3.9/5,"2,470",The Magician,1958,tt0051365,7.7,7703,movie,The Magician,Ansiktet,0,1958,\N,101,"Comedy,Drama",nm0000005,nm0000005
770856691,7 Days (Les 7 jours du talion),Daniel Grou,"Art House & International, Horror, Mystery & Suspense","Feb 5, 2010","Sep 28, 2010",,R,110.0,Sundance Selects,"Patrick Senécal, Patrick Senécal","Bruno Hamel, il a 38 ans et il est chirurgien. Avec Sylvie, sa conjointe, et Jasmine, sa fille de 8 ans, il habite heureusement en Drummondville. Jusqu'à ce que Jasmine, par un bel après-midi d'automne, soit violée et assassinée. Dès lors, l'univers de la famille Hamel bascule. Mais lorsque la police arrête le meurtrier, un terrible projet germe dans la tête enténébrée de Bruno; il va s'emparer du monstre et lui faire payer. Le jour de la comparution du meurtrier, Hamel, qui a minutieusement préparé son coup, kidnappe le monstre, puis transmet aux autorités policières un message laconique: celui qui a violé et tué ma petite fille va souffrir pendant 7 jours, après quoi il sera exécuté. Ensuite seulement, je me rendrai.",6.9/10,13.0,11.0,2.0,,,,,3.5/5,"1,471",7 Days,2010,tt0445054,6.5,6646,movie,7 Days,Les 7 jours du talion,0,2010,\N,105,"Crime,Drama,Horror",nm0343898,nm1451437
347990525,Love Is the Drug (Addicted to Her Love),Elliott Lester,Drama,"Oct 6, 2006","Aug 21, 2010",,"R (for pervasive drug and alcohol abuse, language, sexual content and an act of violence--all involving teens)",96.0,E1 Entertainment,"Wesley Strick, Steve Allison","Un triángulo de amor entre jóvenes se convierte en un arma peligrosa. John Patrick Amedori, Daryl Hannah, Lizzy Caplan. Dirigida por Elliott Lester.",5.2/10,5.0,3.0,2.0,,,,,3.4/5,"1,408",Love Is the Drug,2006,tt0266732,5.7,661,movie,Love Is the Drug,Love Is the Drug,0,2006,\N,96,Drama,nm1714255,"nm0834338,nm1889786"
771041769,Operation: Endgame (Rogue's Gallery),Fouad Mikati,"Action & Adventure, Comedy, Drama","Jul 16, 2010","Jul 27, 2010",,R (for strong violence and pervasive language including sexual references),82.0,Anchor Bay Entertainment,"Sam Levinson, Brian Watanabe, Abe Levy","A satirical workplace comedy with a slick action twist, Fouad Mikati's Operation: Endgame explores the violence that erupts when the organization charged with protecting America implodes, and the employees turn their guns on each other instead of their enemies. Somewhere beneath Washington, D.C., an intense rivalry is heating up between two opposing teams of government assassins. The hired killers in the organizations take their names from Tarot cards. The Fool (Joe Anderson) is the latest recruit. Reporting for his first day on the job, The Fool is shocked to find that his boss is dead, and the office is on lockdown. To make matters worse, the building has been rigged with explosives, and it's going to blow soon. Now, in order to get out alive, The Fool will have to root out the killer in his midst, and make a quick escape before his co-workers catch him in their crosshairs. Ellen Barkin, Zach Galifianakis, Rob Corddry, and Jeffrey Tambor star. ~ Jason Buchanan, Rovi",5/10,5.0,2.0,3.0,,,,,2.6/5,"2,365",Operation: Endgame,2010,tt1268987,4.9,9692,movie,Operation: Endgame,Rogues Gallery,0,2010,\N,87,"Action,Comedy",nm3087552,"nm0506094,nm3087441"
