tconst,averageRating,numVotes,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,directors_x,writers,yearplus1,yearminus1,movie_id,title,directors_y,genre,theater_date,stream_date,box_office,mpaa,runtime,studio,writer,full_synop,all_reviewers_average,num_all_reviewers,num_all_fresh,num_all_rotten,top_reviewers_average,num_top_reviewers,num_top_fresh,num_top_rotten,user_rating,num_users,simple_title,year
tt1176096,7.2,833,movie,Night and Day,Bam gua nat,0,2008,\N,144,Drama,nm0393254,nm0393254,2009,2007,770784233,Night and Day (Bam gua nat),Hong Sang-soo,"Art House & International, Drama","Oct 23, 2009","Jan 9, 2012",,NR,145.0,IFC Films,Hong Sang-soo,"Anthology is thrilled to present the New York Theatrical Premiere Run of NIGHT AND DAY by gifted Korean auteur Hong Sang-soo, who has established himself as world cinema's poet of male narcissism, desire, and neurosis. For more than a decade now he has been quietly but consistently turning out a series of films that are somehow both self-effacing and bold, behavioral and formally experimental, including masterpieces such as VIRGIN STRIPPED BARE BY HER BACHELORS, TURNING GATE, and TALE OF CINEMA. His most recent film to hit North American shores (the feverishly prolific Hong has already lapped us, with an even newer film - LIKE YOU KNOW IT ALL - premiering at Cannes last May) finds him experimenting with a change of scene - set in Paris rather than Korea, NIGHT AND DAY adds the element of cultural confusion to his usual thematic arsenal. After getting busted for smoking pot with some students, 40-year-old artist Seong-nam impulsively flees to Paris, leaving his wife behind, and finds himself living in a kind of limbo. Staying in a run-down hotel inhabited mostly by fellow Korean ex-pats, Seong-nam wanders aimlessly around the city, becoming ensnared by temptation in the form of both an ex-flame, and a couple of young art students. Leisurely, episodic, sharp, and deeply funny, NIGHT AND DAY finds Hong working at the height of his powers. -- (C) Anthology",7.2/10,13.0,12.0,1.0,,,,,3.6/5,334,Night and Day,2009
tt1426378,7.2,6402,movie,No One Knows About Persian Cats,Kasi az gorbehaye irani khabar nadareh,0,2009,\N,106,"Drama,Music",nm0315842,"nm0315842,nm3451135,nm3456147",2010,2008,770809218,No One Knows About Persian Cats (Les Chats Persans),Bahman Ghobadi,"Art House & International, Comedy, Drama","Apr 16, 2010","Mar 15, 2011",,NR,106.0,IFC Films,"Bahman Ghobadi, Roxana Saberi, Hossein M. Abkenar","Recently released from prison, two young musicians decide to form a band. Together they search the underworld of contemporary Tehran for other players. Forbidden by the authorities to play in Iran, they plan to escape from their clandestine existence, and dream of performing in Europe. But with no money and no passports, it won't be easy... -- (C) IFC",7.3/10,59.0,56.0,3.0,7.5/10,19.0,19.0,0.0,3.7/5,"2,569",No One Knows About Persian Cats,2010
tt4191702,6.1,4815,movie,Norman,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,0,2016,\N,118,"Drama,Thriller",nm0147737,nm0147737,2017,2015,771449077,Norman (Norman: The Moderate Rise and Tragic Fall of a New York Fixer),Joseph Cedar,Drama,"Apr 14, 2017","Jul 11, 2017","$3,814,868",R (for some language),118.0,Sony Pictures Classics,Joseph Cedar,"Persistent wheeler-dealer Norman (Richard Gere) falls in with an Israeli politician (Lior Ashkenazi) on the rise. When the politician is elected prime minister, Norman rises in esteem with the New York Jewish community, even though his social connections might only be a sham.",7.2/10,116.0,103.0,13.0,7.5/10,28.0,26.0,2.0,3.3/5,"3,817",Norman,2017
tt5607714,7.6,18203,movie,On Body and Soul,Teströl és lélekröl,0,2017,\N,116,"Drama,Fantasy,Romance",nm0258221,nm0258221,2018,2016,771468583,On Body and Soul (A Teströl és Lélekröl),Ildikó Enyedi,"Art House & International, Drama, Romance","Jan 5, 2018","Feb 2, 2018",,NR,116.0,Netflix,Ildikó Enyedi,"Two introverted people find out by pure chance that they share the same dream every night. They are puzzled, incredulous, a bit frightened. As they hesitantly accept this strange coincidence, they try to recreate in broad daylight what happens in their dream.",7.4/10,71.0,63.0,8.0,7/10,7.0,6.0,1.0,4/5,883,On Body and Soul,2018
tt3662066,5.3,1910,movie,One More Time,One More Time,0,2015,\N,98,"Comedy,Drama,Music",nm0250315,nm0250315,2016,2014,771416931,One More Time (When I Live My Life Over Again),Robert Edwards,"Comedy, Drama, Musical & Performing Arts","Apr 8, 2016","Jun 7, 2016",,NR,97.0,Maybach Film Productions,Robert Edwards,"Beautiful aspiring rock star Jude (Heard) is stuck in a rut - relegated to recording commercial jingles and lost in a series of one night stands. When she is evicted from her Brooklyn apartment, she is forced to move into the Hamptons home of her wealthy - and selfish - father Paul Lombard (Walken), an over-the-hill, Sinatra-esque crooner angling for a musical comeback. As the two reunite, Jude is forced to confront her problems, including troubled relationships with her father and overachieving sister (Garner), as well as her wobbly career and faltering love life. As Jude and Paul butt heads, they unexpectedly find themselves on a journey that may redefine their lives.",6.3/10,28.0,14.0,14.0,6.8/10,12.0,6.0,6.0,2.7/5,314,One More Time,2016
tt4777584,6.7,748,movie,One Week and a Day,Shavua ve Yom,0,2016,\N,98,"Comedy,Drama",nm3707393,nm3707393,2017,2015,771443370,One Week and a Day (Shavua ve Yom),Asaph Polonsky,"Art House & International, Drama","Apr 28, 2017","Sep 5, 2017","$41,528",NR,97.0,Black Sheep Film Productions,Asaph Polonsky,"In the Jewish religion, a week of sitting Shiva (or mourning the deceased) is called for after a funeral. However, for Eyal and Vicky, a week is hardly enough time to properly mourn the loss of their 25-year-old son Ronnie. A married couple edging into the back half of middle age, the two find themselves reacting to the end of Shiva in markedly different ways. A return to routine seems to be in order for Vicky, a teacher, as she finds herself back at school trying to abruptly kick out the substitute assigned in her stead. Meanwhile, shopkeeper Eyal opts for a total abdication of routine, as he steals his dead son's bag of medical marijuana, and proceeds to get high, play ping-pong and judge air guitar routines with his neighbor's stoner son Zooler. As the world refuses to accommodate Vicky and Eyal's sensitivities during their time of bereavement -- taxi drivers are still difficult, neighbors are still obnoxious, and grave diggers are just as indifferent as anyone else in the service industry -- the two grieving parents find themselves acting out in outlandish ways as they attempt to regain a sense of control over their lives. Asaph Polonsky's debut feature ONE WEEK AND A DAY juxtaposes the grieving process against the immutable fact that, despite the most painful losses imaginable, the world stops for no one's mourning. With endearing performances from Shai Avivi and Evgenia Dodina as Eyal and Vicky, and Tomer Kapon as Zooler, ONE WEEK AND A DAY provides a nuanced perspective on loss that's as funny as it is insightful.",7.4/10,28.0,25.0,3.0,7.5/10,10.0,8.0,2.0,3.8/5,173,One Week and a Day,2017
tt3756788,7.5,9233,movie,Our Little Sister,Umimachi Diary,0,2015,\N,127,"Drama,Family",nm0466153,"nm0015332,nm0466153",2016,2014,771421926,Our Little Sister (Umimachi Diary),Hirokazu Koreeda,Drama,"Jul 8, 2016","Nov 22, 2016","$466,986",PG (for thematic elements and brief language),128.0,Sony Pictures Classics,Hirokazu Koreeda,"Three sisters Sachi, Yoshino and Chika live together in a large house in the city of Kamakura. When their father absent from the family home for the last 15 years dies, they travel to the countryside for his funeral and meet their shy teenage half-sister. Bonding quickly with the orphaned Suzu, they invite her to live with them. Suzu eagerly agrees, and a new life of joyful discovery begins for the four siblings.",7.7/10,112.0,105.0,7.0,7.7/10,26.0,23.0,3.0,3.9/5,"3,053",Our Little Sister,2016
tt4429194,5.8,6040,movie,Paris Can Wait,Bonjour Anne,0,2016,\N,92,"Comedy,Drama,Romance",nm0178880,nm0178880,2017,2015,771449601,Paris Can Wait (Bonjour Anne),Eleanor Coppola,"Comedy, Romance","May 12, 2017","Sep 5, 2017","$5,617,321","PG (for thematic elements, smoking and some language)",92.0,Sony Pictures Classics,Eleanor Coppola,"When her director husband is occupied with work in Paris, an American woman takes a jaunt with his business associate, a charming Gallic rogue who is happy to squire her on a tour of some of the finest meals in Provence. The first feature directed by Eleanor Coppola, wife of Francis and director of the ""Apocalypse Now"" documentary ""Hearts of Darkness"".",5.4/10,107.0,49.0,58.0,5.2/10,23.0,10.0,13.0,2.9/5,"2,795",Paris Can Wait,2017
tt0247613,7.8,6453,movie,Peppermint Candy,Bakha satang,0,1999,\N,129,Drama,nm0496969,nm0496969,2000,1998,330424881,Peppermint Candy (Bakha satang),Chang-dong Lee,"Art House & International, Drama","Jan 2, 2000","Oct 18, 2005",,NR,129.0,Asian Crush,Chang-dong Lee,"An intense, emotional masterpiece of Korean New Wave, Peppermint Candy is told in reverse, taking the viewers back through 20 years of a doomed man's life, while chronicling the sentiments and changes of modern Korea.",7.8/10,6.0,5.0,1.0,,,,,4/5,"1,715",Peppermint Candy,2000
tt4383288,6.7,1280,movie,Polina,"Polina, danser sa vie",0,2016,\N,108,Drama,"nm2112604,nm2149063","nm2112604,nm5373891",2017,2015,771468570,"Polina (Polina, danser sa vie)","Valerie Muller, Angelin Preljocaj","Art House & International, Drama","Aug 25, 2017","Jan 9, 2018","$161,531",NR,112.0,Oscilloscope Laboratories,Valerie Muller,"Rigorously trained from an early age by a perfectionist instructor, Polina (played by Anastasia Shevtsova, a professional dancer who has performed with Saint Petersburg's Mariinsky Theatre) is a promising classical ballet dancer. She is just about to join the prestigious Bolshoi Ballet when she discovers contemporary dance, a revelation that throws everything into question on a profound level. Diverting from her plan, she leaves all her exacting preparation behind and moves to France to work with famous choreographer Liria Elsaj (played by Academy Award (R)-winner Juliette Binoche who has danced with London-based dancer/choreographer Akram Khan). But once there she is quickly forced to grapple with the realization that determination and hard work don't always lead to success.",6.9/10,47.0,39.0,8.0,6.5/10,13.0,10.0,3.0,3.6/5,410,Polina,2017
tt4379180,5.8,1428,movie,Rabid Dogs,Enragés,0,2015,\N,100,"Action,Drama,Thriller",nm4728180,"nm0711589,nm2278184,nm4728180,nm0000878,nm0108988,nm0296658,nm7429833",2016,2014,771431947,Rabid Dogs (Enragés),Eric Hannezo,Action & Adventure,"Jan 22, 2016","Jan 22, 2016",,NR,94.0,Black Dynamite Films,"Yannick Dahan, Eric Hannezo, Benjamin Rataud","Four violent criminals escaping a robbery take a man, an ailing child and a young woman on a nightmarish road trip in this remake of Mario Bava's near-lost Euro-crime nasty.",5.8/10,6.0,4.0,2.0,,,,,3.2/5,104,Rabid Dogs,2016
tt6243140,5.9,5577,movie,Ravenous,Les affamés,0,2017,\N,104,"Drama,Horror,Sci-Fi",nm0041315,nm0041315,2018,2016,771484275,Ravenous (Les affamés),Robin Aubert,Horror,"Mar 2, 2018","Mar 2, 2018",,NR,100.0,Netflix,Robin Aubert,"In a small, remote village in upstate Quebec, things have changed. Locals are not the same anymore--their bodies are breaking down and they have turned against their loved ones. A handful of survivors goes hiding into the woods, looking for others like them.",6.8/10,28.0,25.0,3.0,,,,,3.3/5,357,Ravenous,2018
tt2392672,6.9,4295,movie,Reality,Réalité,0,2014,\N,95,Comedy,nm1189197,nm1189197,2015,2013,771399015,Reality (Réalité),Quentin Dupieux,Drama,"May 1, 2015","Sep 14, 2015",,NR,87.0,IFC Films,Quentin Dupieux,"Jason, a quiet cameraman, dreams of directing his first horror movie. Bob Marshal, a wealthy producer, accepts to finance his movie on one condition: Jason has 48 hours to find the perfect scream in the history of film. During his search, Jason gradually gets lost in a nightmare.",6.1/10,25.0,16.0,9.0,7.5/10,9.0,6.0,3.0,3.5/5,444,Reality,2015
tt0425637,7.4,40985,movie,Red Cliff,Chi bi,0,2008,\N,146,"Action,Adventure,Drama",nm0000247,"nm0000247,nm1502082,nm1171056,nm2370726,nm0526824",2009,2007,770673136,Red Cliff (Chi Bi),John Woo,"Action & Adventure, Art House & International, Classics, Drama","Nov 20, 2009","Sep 27, 2008","$526,841",R (for sequences of epic warfare),148.0,Magnolia Pictures,"Kuo Zheng, John Woo, Khan Chan, Kuo Cheng, Sheng Heyu, Guo Zheng, Chan Khan",The first chapter of a two-part story centered on a battle fought in China's Three Kingdoms period (220-280 A.D.).,7.2/10,116.0,105.0,11.0,7.3/10,31.0,29.0,2.0,3.8/5,"22,580",Red Cliff,2009
tt0054248,8.3,14029,movie,Rocco and His Brothers,Rocco e i suoi fratelli,0,1960,\N,177,"Crime,Drama,Sport",nm0899581,"nm0899581,nm0147599,nm0695390,nm0275269,nm0290050,nm0575804,nm0856489",1961,1959,20780,Rocco and His Brothers (Rocco e i suoi fratelli),Luchino Visconti,"Art House & International, Classics, Drama","Jun 26, 1961","May 24, 2005",,NR,180.0,Titanus Produzione,"Suso Cecchi d'Amico, Vasco Pratolini, Luchino Visconti, Enrico Medioli, Pasquale Festa Campanile, Massimo Franciosa","Luchino Visconti's operatic masterpiece tells the story of the Parondis, a poor family from a village in southern Italy who come to Milan seeking a better life. Following the death of her husband, proud Rosaria (Katina Paxinou) picks up stakes and moves to the city with four of her sons: Simone (Renato Salvatori), Rocco (Alain Delon), Ciro (Max Cartier), and Luca (Rocco Vidolazzi). Awaiting them in Milan is her oldest son, Vincenzo (Spiros Focas), who himself is preoccupied with his impending nuptials to the beautiful Ginetta (Claudia Cardinale). Divided into chapters focused loosely on each brother, the movie chronicles the Parondis' struggle to get by, as the brothers take odd jobs and the family endures life in a cramped tenement. Much of the movie's second half deals largely with Simone and Rocco. The loutish Simone eventually finds success as a boxer, and the family soon moves to a better neighborhood. Meanwhile, Rocco gets drafted by the military, and becomes a successful boxer himself upon his return. Complications arise when Nadia (Annie Girardot), a prostitute, enters their lives. Simone falls in love with Nadia first; however, Rocco eventually becomes the object of her affection. Simone's obsession with Nadia and his rapidly deteriorating behavior ultimately threaten to bring the family to ruin, even as the saintly Rocco tries to save his brother. At the peak of Rocco's success, Simone commits a crime that cruelly dashes Rocco's hopes of keeping the family together.",8.2/10,25.0,23.0,2.0,7.5/10,8.0,6.0,2.0,4.2/5,"4,725",Rocco and His Brothers,1961
tt0409184,7.0,18287,movie,Russian Dolls,Les poupées russes,0,2005,\N,125,"Comedy,Drama,Romance",nm0458251,nm0458251,2006,2004,155654921,Russian Dolls (Les Poupées Russes),Cédric Klapisch,"Art House & International, Comedy, Romance","May 10, 2006","Sep 26, 2006",,NR,128.0,Cinema Libre Studio,Cédric Klapisch,Xavier and Wendy have to gather all their friends from Barcelona for the wedding of Wendy's brother to a beautiful Russian. Xavier is still looking for the perfect woman.,6.6/10,47.0,34.0,13.0,6.9/10,21.0,15.0,6.0,3.6/5,"32,903",Russian Dolls,2006
tt3958098,5.9,377,movie,Sand Dollars,Dólares de arena,0,2014,\N,84,Drama,"nm2191541,nm1738794","nm1738794,nm2191541,nm5204692",2015,2013,771387872,Sand Dollars (Dolares de Arena),"Israel Cárdenas, Laura Amelia Guzmán",Drama,"Nov 6, 2015","Nov 24, 2015",,NR,80.0,Canana,"Israel Cárdenas, Laura Amelia Guzmán","In this sensitive and complex portrait of an unusual romance, a rich expatriate woman (Geraldine Chaplin) and a local Dominican prostitute (Yanet Mojica) share an intimate lesbian relationship corrupted by class, race and power.",7.6/10,16.0,15.0,1.0,0/10,5.0,5.0,0.0,3.2/5,165,Sand Dollars,2015
tt0038913,8.0,5509,movie,Shoeshine,Sciuscià,0,1946,\N,90,Drama,nm0001120,"nm0024847,nm0290000,nm0899170,nm0953790",1947,1945,259741236,Shoeshine (Sciuscià),Vittorio De Sica,"Art House & International, Classics, Drama","Aug 26, 1947","May 17, 2011",,NR,90.0,Entertainment One,"Sergio Amidei, Adolfo Franci, Cesare Giulio Viola, Cesare Zavattini, Vittorio De Sica","Classic, heartbreaking neo-realist drama of two shoeshine boys who struggle to survive in post-World War II Italy. Their involvement in the black market eventually gets them sent to a reformatory, where the system works to crush their friendship and make them betray each other.",8.8/10,6.0,6.0,0.0,,,,,4.2/5,"1,022",Shoeshine,1947
tt0486020,3.7,477,movie,Summer Love,Summer Love,0,2006,\N,94,Western,nm2088654,"nm1105482,nm2088654",2007,2005,770682886,Summer Love (Dead Man's Bounty),Piotr Uklanski,"Art House & International, Western","Oct 19, 2007","Apr 29, 2008",,R,94.0,Barnholtz Entertainment,Piotr Uklanski,"Val Kilmer stars as the corpse of a wanted man in this western exploring the greed and iniquity of the lawless frontier. When a stranger rides into a small town toting the lifeless body of a noted outlaw, his intentions are to collect the bounty and be on his way. But the situation becomes complicated when the stranger sits down for a high-stakes card game with the drunken sheriff. With nothing to wager but the body he arrived with, the stranger calls the sheriff's bluff and goes all in. Later, despite the fact that he lost the game, the stranger vows to keep the corpse at all costs.",4.9/10,12.0,4.0,8.0,4.7/10,8.0,2.0,6.0,1.8/5,357,Summer Love,2007
tt1474276,7.5,22210,movie,Summer Wars,Samâ uôzu,0,2009,\N,114,"Action,Animation,Comedy",nm0396074,"nm0396074,nm0645766,nm0121423,nm1365137",2010,2008,770853742,Summer Wars (Sama Wozu),Mamoru Hosoda,"Action & Adventure, Animation, Comedy, Science Fiction & Fantasy","Dec 24, 2010","Feb 15, 2011","$78,182","PG (for action violence, some suggestive content, language, mild thematic material and incidental smoking.)",114.0,GKIDS,"Satoko Ohudera, Satoko Okudera","Kenji is a teenage math prodigy recruited by his secret crush Natsuki for the ultimate summer job - passing himself off as Natsuki's boyfriend for four days during her grandmother's 90th birthday celebration. But when Kenji solves a 2,056 digit math riddle sent to his cell phone, he unwittingly breaches the security barricade protecting Oz, a globe-spanning virtual world where millions of people and governments interact through their avatars, handling everything from online shopping and traffic control to national defense and nuclear launch codes. Now a malicious AI program called the Love Machine is hijacking Oz accounts, growing exponentially more powerful and sowing chaos and destruction in its wake. (c) GKids",7.1/10,22.0,17.0,5.0,6.8/10,14.0,10.0,4.0,4.1/5,"4,570",Summer Wars,2010
tt0073817,7.6,4666,movie,Swept Away,Travolti da un insolito destino nell'azzurro mare d'agosto,0,1974,\N,114,"Adventure,Comedy,Drama",nm0921631,nm0921631,1975,1973,22559,Swept Away (Travolti da un Insolito Destino nell'Azzurro Mare d'Agosto),Lina Wertmüller,"Action & Adventure, Art House & International, Comedy, Drama","Sep 17, 1975","Apr 4, 2006","$7,876",R,112.0,Koch Lorber Films,Lina Wertmüller,"Swept Away... By an Unusual Destiny in the Blue Sea in August is the story of a wealthy, self-centered woman and a brutish, communist sailor, whom she employs, being stranded on a Mediterranean island. Left alone on the island, the sailor reverses their roles, taking control of the vain woman.",6.1/10,17.0,11.0,6.0,,,,,3.7/5,"3,176",Swept Away,1975
tt3278330,6.4,23468,movie,Tale of Tales,Il racconto dei racconti - Tale of Tales,0,2015,\N,134,"Drama,Fantasy,Horror",nm0308520,"nm0016837,nm0158323,nm0308520,nm0309979,nm2228277",2016,2014,771418949,Tale of Tales (Il racconto dei racconti),Matteo Garrone,"Horror, Science Fiction & Fantasy","Apr 22, 2016","Apr 22, 2016",,"R (for sexuality, nudity, some violence and bloody images)",125.0,Sundance Selects,"Edoardo Albinati, Ugo Chiti, Massimo Gaudioso, Matteo Garrone","Once upon a time there were three neighboring kingdoms each with a magnificent castle, from which ruled kings and queens, princes and princesses. One king was a fornicating libertine, another captivated by a strange animal, while one of the queens was obsessed by her wish for a child. Sorcerers and fairies, fearsome monsters, ogres and old washerwomen, acrobats and courtesans are the protagonists of this loose interpretation of the celebrated tales of Giambattista Basile.",7/10,102.0,84.0,18.0,7/10,21.0,18.0,3.0,3.3/5,"6,147",Tale of Tales,2016
tt0831888,7.7,11254,movie,Tekkonkinkreet,Tekkon kinkurîto,0,2006,\N,111,"Action,Adventure,Animation",nm0034712,"nm1782101,nm1137219",2007,2005,770676432,Tekkonkinkreet (Tekkon kinkurîto),Michael Arias,"Action & Adventure, Animation, Anime & Manga, Science Fiction & Fantasy","Sep 1, 2007","Sep 25, 2007",,"R (for some violent and disturbing images, and brief sexuality)",111.0,Destination Films,Anthony Weintraub,"A pair of feisty young street urchins attempts to protect an unnamed metropolis from a diabolical villain whose plans to raze the urban landscape on the behalf of malevolent real-estate developers threatens to destroy the very soul of the city. Street-smart youngsters Black and White do their best to defend their territory from rival gangs as local yakuza leader Suzuki, fearing that the town has lost its zeal, plots a triumphant return to form. A lifelong criminal with a serious zodiac fixation, Suzuki (aqua The Rat) doesn't want to corrupt the city as much as he simply wants reinvigorate it with the kind of vibrancy that drew him to love it in the first place. Mr. Snake, on the other hand, wants nothing more than to profit as the buildings of the city crumble to make room for the massive amusement park planned by his wealthy clients. The only problem now is that Mr. Snake can't carry out his destructive deed while Black and White are still wandering the streets - of course that's nothing that can't be solved by a pair of sharp-shooting intergalactic assassins whose bullets always meet their mark. A metaphysical tale of survival in a city that seems to be poised on the brink of disaster, Tekkonkinkreet marks the feature directorial debut of longtime visual effects artist Michael Arias (The Abyss, Princess Mononoke). ~ Jason Buchanan, Rovi",6.8/10,18.0,13.0,5.0,6.6/10,8.0,6.0,2.0,4.1/5,"7,867",Tekkonkinkreet,2007
tt4156152,5.9,486,movie,The Apostate,El apóstata,0,2015,\N,80,Comedy,nm0992159,"nm0208508,nm6875286,nm0754244,nm0992159",2016,2014,771434899,The Apostate (El Apóstata),Federico Veiroj,Comedy,"Sep 30, 2016","Oct 25, 2016",,NR,80.0,Ferdyduke Films,"Gonzalo Delgado, Nicolás Saad, Álvaro Ogalla, Federico Veiroj","A man at a crossroads in his life (Alvaro Ogalla) wishes to fully excommunicate himself from the Catholic Church, but is faced with baffling bureaucracy from his decision in this absurd comedy-drama from director Federico Veiroj.",7.4/10,18.0,14.0,4.0,,,,,2.8/5,92,The Apostate,2016
tt0067824,7.1,21697,movie,The Big Boss,Tang shan da xiong,0,1971,\N,100,"Action,Crime,Drama","nm0516344,nm0156927",nm0516344,1972,1970,130898361,The Big Boss (Tang shan da xiong),Lo Wei,"Action & Adventure, Drama","Apr 1, 1972","Dec 13, 2005",,R,99.0,National General Pictures,Lo Wei,"Kung Fu-meister Bruce Lee made his feature film debut in this Hong Kong-made martial-arts actioner that chronicles the attempts of a young student to honor the vow made to his master that he will not use his deadly hands to harm others. The fighter does his best and goes to work at a seemingly peaceful ice factory. Unfortunately, he must break his promise after his master is murdered and he discovers that his employer uses the factory as a front for a drug-smuggling operation. The story was originally titled Big Boss.",5.6/10,11.0,7.0,4.0,,,,,3.6/5,"29,124",The Big Boss,1972
tt7816392,6.1,1773,movie,The Bouncer,Lukas,0,2018,\N,94,"Action,Drama,Thriller",nm2182866,nm5747900,2019,2017,771498881,The Bouncer (Lukas),Julien Leclercq,"Action & Adventure, Drama","Jan 11, 2019","Jan 11, 2019",,"R (for violence, language and brief nudity/sexuality.)",82.0,Blue Fox Entertainment,Jérémie Guez,"After an altercation forces a bodyguard into jail, he is forced to collaborate with the police. His mission: infiltrate the organization of a dangerous Flemish gang leader to secure his freedom and custody of his 8 year old daughter.",5.4/10,5.0,4.0,1.0,,,,,3.9/5,41,The Bouncer,2019
tt3792960,7.1,25258,movie,The Brand New Testament,Le tout nouveau testament,0,2015,\N,114,"Comedy,Fantasy",nm0233757,"nm1729322,nm0233757",2016,2014,771419528,The Brand New Testament (Le tout nouveau testament),Jaco Van Dormael,Comedy,"Dec 9, 2016","Mar 7, 2017","$89,182",NR,112.0,Music Box Films,Jaco Van Dormael,"God exists, and He's a jerk. He lives in a high-rise apartment in Brussels and never gets out of His pajamas. He takes sadistic delight in dreaming up new ""laws"" to torment humanity and He's a petty tyrant to His wife and ten year-old daughter, Ea. Like her brother before her, Ea has had enough of her Father's abuse and when she spies the right opportunity, she hacks into His computer and leaks to the entire world-by text message-the only thing He has over them: their inevitable death date. Ea, after escaping and with her Father in pursuit, gathers apostles and writes her own New Testament to try to fix the mess her Father has made of humanity. Her six apostles -a one-armed woman, a sex maniac, a killer, a woman who has been left by her husband, an office worker, and a gender dysphoric child-learn to celebrate life and love, and provide us with Jaco Van Dormael's dark, witty and eccentric answer to the loaded question: what would you do if you knew exactly how much time you had left to live?",7/10,75.0,61.0,14.0,6/10,13.0,9.0,4.0,3.6/5,"2,813",The Brand New Testament,2016
tt6763252,7.4,5704,movie,The Captain,Der Hauptmann,0,2017,\N,118,"Drama,History,War",nm0777881,nm0777881,2018,2016,771484128,The Captain (Der Hauptmann),Robert Schwentke,"Art House & International, Drama","Jul 27, 2018","Nov 27, 2018",,NR,118.0,Music Box Films,Robert Schwentke,"Based on the arresting true story of the Executioner of Emsland, The Captain follows a German army deserter, Willi Herold (Max Hubacher), after he finds an abandoned Nazi captain's uniform in the final weeks of World War II. Emboldened by the authority the uniform grants him, he amasses a band of stragglers who cede to his command despite the suspicions of some. Citing direct orders from the Fuhrer himself, he soon takes command of a camp holding German soldiers accused of desertion and begins to dispense harsh justice. Increasingly intoxicated by the unquestioned authority, this enigmatic imposter soon discovers that many people will blindly follow the leader, whomever that happens to be. Simultaneously a historical docudrama and sociological examination with undertones of the absurd, The Captain presents fascism as something of a game to be played by those most gullible and unscrupulous.",7.6/10,51.0,43.0,8.0,6.9/10,16.0,11.0,5.0,4.1/5,548,The Captain,2018
tt0076696,7.8,2669,movie,The Chess Players,Shatranj Ke Khilari,0,1977,\N,129,"Comedy,Drama,History",nm0006249,"nm0695919,nm0006249,nm0952067,nm0796503",1978,1976,341815835,The Chess Players (Shatranj Ke Khiladi),Satyajit Ray,"Art House & International, Drama","Sep 19, 1978","Apr 18, 2006",,NR,129.0,Creative,Munshi Premchand,"Based on a story by Munshi Premchand, and much influenced by Vsevolod Pudovkin's 1925 film Chess Fever, this satirical film by noted Indian director Satyajit Ray is set in colonial India in 1856. The British Resident of the East India Company (Richard Attenborough) has observed that the monarch of Lucknow, which is in his trading region, seems to be completely uninterested in government. He tries to arrange things so that he can annex the province. Embroiled in a long-running chess rivalry, two local noblemen (played by Sanjeev Kumar and Saeed Jaffrey) cannot be bothered with such minor issues as who is governing whom. Meanwhile, conditions in the kingdom go from bad to worse. ~ Clarke Fountain, Rovi",6.9/10,9.0,8.0,1.0,,,,,3.9/5,999,The Chess Players,1978
tt0372824,7.9,51761,movie,The Chorus,Les choristes,0,2004,\N,97,"Drama,Music",nm0056725,"nm0152145,nm0923941,nm0637660,nm0056725,nm0519969",2005,2003,10152,The Chorus (Les Choristes),Christophe Barratier,"Art House & International, Drama, Romance","Jan 14, 2005","May 3, 2005","$3,411,208",PG-13 (for some language),95.0,Miramax,"Philippe Lopes-Curval, Christophe Barratier","French producer and musician Christophe Barratier makes his directorial debut with the drama Les Choristes, inspired by the 1947 film La Cage aux Rossignols. Wildly successful orchestra conductor Pierre Morhange (Jacques Perrin) returns home when his mother dies. He recollects his childhood inspirations through the pages of a diary kept by his old music teacher Clément Mathieu (Gérard Jugnot). Back in the late '40s, little Pierre (Jean-Baptiste Maunier) is the badly behaved son of single mother Violette (Marie Bunel). He attends a dreary boarding school presided over by strict headmaster Rachin (François Berléand). New teacher Mathieu brightens up the place and organizes a choir, leading to the discovery of Pierre's musical talents. Featuring performances by Les Petits Chanteurs de Saint-Marc Choir. Les Choristes was shown at the Berlin Film Festival in 2004. ~ Andrea LeVasseur, Rovi",6.5/10,108.0,74.0,34.0,6.2/10,32.0,19.0,13.0,4.1/5,"34,289",The Chorus,2005
